"correct_answer","Answer.time_in_minutes","utterance","correct_color","correct_material","workerid","rt","response","feature_type","feature","item","slide_number_in_experiment","object","label","speaker_cond"
"['yes']",3.5696,"","['blue']","['metal']",46,NA,"[1755, 'yes']","['color']","['blue']","['pitcher']","experimental_trial","","pitcher_metal_blue","list21"
"['no']",3.5696,"","['brown']","['wood']",46,NA,"[1764, 'no']","['material']","['plastic']","['chair']","experimental_trial","","chair_wood_original","list21"
"['yes']",3.5696,"","['silver']","['metal']",46,NA,"[2185, 'yes']","['material']","['metal']","['cup']","experimental_trial","","cup_metal_original","list21"
"['yes']",3.5696,"","['green']","['plastic']",46,NA,"[1483, 'yes']","['color']","['green']","['bag']","experimental_trial","","bag_plastic_green","list21"
"['yes']",3.5696,"","['silver']","['metal']",46,NA,"[1971, 'yes']","['color']","['silver']","['chair']","experimental_trial","","chair_metal_original","list21"
"['yes']",3.5696,"","['purple']","['wood']",46,NA,"[1611, 'yes']","['color']","['purple']","['chair']","experimental_trial","","chair_wood_purple","list21"
"['yes']",3.5696,"","['green']","['plastic']",46,NA,"[1609, 'yes']","['color']","['green']","['cup']","experimental_trial","","cup_plastic_green","list21"
"['no']",3.5696,"","['clear']","['plastic']",46,NA,"[1823, 'no']","['color']","['black']","['bottle']","experimental_trial","","bottle_plastic_original","list21"
"['yes']",3.5696,"","['blue']","['wood']",46,NA,"[3505, 'yes']","['material']","['wood']","['spoon']","experimental_trial","","spoon_wood_blue","list21"
"['yes']",3.5696,"","['blue']","['cardboard']",46,NA,"[2066, 'yes']","['material']","['cardboard']","['box']","experimental_trial","","box_cardboard_blue","list21"
"['no']",3.5696,"","['brown']","['wood']",46,NA,"[1752, 'no']","['color']","['green']","['spoon']","experimental_trial","","spoon_wood_original","list21"
"['no']",3.5696,"","['green']","['metal']",46,NA,"[1685, 'no']","['material']","['wood']","['bowl']","experimental_trial","","bowl_metal_green","list21"
"['no']",3.5696,"","['blue']","['glass']",46,NA,"[1723, 'no']","['color']","['red']","['bottle']","experimental_trial","","bottle_glass_blue","list21"
"['no']",3.5696,"","['white']","['plastic']",46,NA,"[1750, 'no']","['material']","['wood']","['spoon']","experimental_trial","","spoon_plastic_original","list21"
"['no']",3.5696,"","['black']","['leather']",46,NA,"[1645, 'no']","['color']","['blue']","['jacket']","experimental_trial","","jacket_leather_original","list21"
"['no']",3.5696,"","['blue']","['denim']",46,NA,"[1887, 'no']","['color']","['green']","['jacket']","experimental_trial","","jacket_denim_original","list21"
"['yes']",3.5696,"","['blue']","['plastic']",46,NA,"[2068, 'yes']","['material']","['plastic']","['spoon']","experimental_trial","","spoon_plastic_blue","list21"
"",3.3051,"bot_check","","",47,0,"linda","","","","1","Linda","","list21"
"['no']",3.3051,"","['silver']","['metal']",47,NA,"[2328, 'no']","['material']","['glass']","['ball']","practice_trial","","ball_metal_original","list21"
"['yes']",3.3051,"","['yellow']","['wood']",47,NA,"[2184, 'yes']","['color']","['yellow']","['door']","practice_trial","","door_wood_yellow","list21"
"['no']",3.3051,"","['blue']","['metal']",47,NA,"[1224, 'no']","['color']","['red']","['bag']","practice_trial","","ruler_metal_blue","list21"
"['yes']",3.3051,"","['red']","['plastic']",47,NA,"[2592, 'yes']","['material']","['plastic']","['ball']","practice_trial","","ball_plastic_red","list21"
"['yes']",3.3051,"","['pink']","['plastic']",47,NA,"[2056, 'yes']","['material']","['plastic']","['plate']","experimental_trial","","plate_plastic_pink","list21"
"['no']",3.3051,"","['blue']","['metal']",47,NA,"[1504, 'no']","['material']","['plastic']","['spoon']","experimental_trial","","spoon_metal_blue","list21"
"['yes']",3.3051,"","['blue']","['wood']",47,NA,"[1800, 'no']","['color']","['blue']","['box']","experimental_trial","","box_wood_blue","list21"
"['no']",3.3051,"","['green']","['plastic']",47,NA,"[2272, 'no']","['color']","['blue']","['spoon']","experimental_trial","","spoon_plastic_green","list21"
"['yes']",3.3051,"","['silver']","['metal']",47,NA,"[2616, 'yes']","['material']","['metal']","['table']","experimental_trial","","table_metal_original","list21"
"['no']",3.3051,"","['purple']","['plastic']",47,NA,"[2424, 'no']","['color']","['white']","['chair']","experimental_trial","","chair_plastic_purple","list21"
"['yes']",3.3051,"","['blue']","['metal']",47,NA,"[1984, 'yes']","['color']","['blue']","['cup']","experimental_trial","","cup_metal_blue","list21"
"['no']",3.3051,"","['green']","['paper']",47,NA,"[2520, 'no']","['color']","['red']","['bag']","experimental_trial","","bag_paper_green","list21"
"['yes']",3.3051,"","['blue']","['cardboard']",47,NA,"[2472, 'yes']","['material']","['cardboard']","['box']","experimental_trial","","box_cardboard_blue","list21"
"['yes']",3.3051,"","['blue']","['wood']",47,NA,"[1888, 'yes']","['material']","['wood']","['spoon']","experimental_trial","","spoon_wood_blue","list21"
"['yes']",3.3051,"","['blue']","['plastic']",47,NA,"[1720, 'yes']","['color']","['blue']","['chair']","experimental_trial","","chair_plastic_original","list21"
"['no']",3.3051,"","['green']","['paper']",47,NA,"[2880, 'no']","['material']","['metal']","['plate']","experimental_trial","","plate_paper_green","list21"
"['yes']",3.3051,"","['green']","['wood']",47,NA,"[1800, 'yes']","['color']","['green']","['spoon']","experimental_trial","","spoon_wood_green","list21"
"['no']",3.3051,"","['blue']","['plastic']",47,NA,"[2328, 'no']","['color']","['green']","['plate']","experimental_trial","","plate_plastic_original","list21"
"['yes']",3.3051,"","['green']","['metal']",47,NA,"[2744, 'yes']","['color']","['green']","['table']","experimental_trial","","table_metal_green","list21"
"['no']",3.3051,"","['blue']","['denim']",47,NA,"[1795, 'no']","['color']","['green']","['jacket']","experimental_trial","","jacket_denim_original","list21"
"['no']",3.3051,"","['blue']","['plastic']",47,NA,"[1917, 'no']","['color']","['purple']","['pitcher']","experimental_trial","","pitcher_plastic_blue","list21"
"['yes']",3.3051,"","['blue']","['glass']",47,NA,"[1328, 'yes']","['material']","['glass']","['bowl']","experimental_trial","","bowl_glass_blue","list21"
"['no']",3.3051,"","['blue']","['plastic']",47,NA,"[1848, 'no']","['color']","['red']","['cup']","experimental_trial","","cup_plastic_blue","list21"
"['yes']",3.3051,"","['blue']","['plastic']",47,NA,"[1672, 'yes']","['material']","['plastic']","['bottle']","experimental_trial","","bottle_plastic_blue","list21"
"['yes']",3.3051,"","['white']","['paper']",47,NA,"[1576, 'yes']","['material']","['paper']","['plate']","experimental_trial","","plate_paper_original","list21"
"['yes']",3.3051,"","['blue']","['metal']",47,NA,"[1714, 'yes']","['color']","['blue']","['pitcher']","experimental_trial","","pitcher_metal_blue","list21"
"['no']",3.3051,"","['brown']","['cardboard']",47,NA,"[1765, 'no']","['material']","['plastic']","['box']","experimental_trial","","box_cardboard_original","list21"
"['no']",3.3051,"","['green']","['wood']",47,NA,"[1928, 'no']","['color']","['orange']","['box']","experimental_trial","","box_wood_green","list21"
"['yes']",3.3051,"","['green']","['metal']",47,NA,"[1512, 'yes']","['material']","['metal']","['spoon']","experimental_trial","","spoon_metal_green","list21"
"['yes']",3.3051,"","['green']","['wood']",47,NA,"[2176, 'yes']","['material']","['wood']","['chair']","experimental_trial","","chair_wood_green","list21"
"['no']",3.3051,"","['blue']","['glass']",47,NA,"[2472, 'no']","['material']","['plastic']","['pitcher']","experimental_trial","","pitcher_glass_blue","list21"
"['no']",3.3051,"","['black']","['leather']",47,NA,"[3264, 'no']","['color']","['green']","['boot']","experimental_trial","","boot_leather_original","list21"
"['yes']",3.3051,"","['purple']","['leather']",47,NA,"[1944, 'yes']","['color']","['purple']","['jacket']","experimental_trial","","jacket_leather_purple","list21"
"['no']",3.3051,"","['brown']","['wood']",47,NA,"[3376, 'no']","['material']","['glass']","['box']","experimental_trial","","box_wood_original","list21"
"['no']",3.3051,"","['green']","['rubber']",47,NA,"[2456, 'yes']","['material']","['leather']","['boot']","experimental_trial","","boot_rubber_original","list21"
"['yes']",3.3051,"","['brown']","['paper']",47,NA,"[1808, 'yes']","['material']","['paper']","['bag']","experimental_trial","","bag_paper_original","list21"
"['no']",3.3051,"","['purple']","['metal']",47,NA,"[1728, 'no']","['color']","['green']","['chair']","experimental_trial","","chair_metal_purple","list21"
"['no']",3.3051,"","['clear']","['glass']",47,NA,"[2048, 'no']","['material']","['paper']","['bottle']","experimental_trial","","bottle_glass_original","list21"
"['no']",3.3051,"","['brown']","['wood']",47,NA,"[2560, 'no']","['material']","['plastic']","['chair']","experimental_trial","","chair_wood_original","list21"
"['yes']",3.3051,"","['green']","['plastic']",47,NA,"[3707, 'yes']","['color']","['green']","['pitcher']","experimental_trial","","pitcher_plastic_green","list21"
"['yes']",3.3051,"","['green']","['denim']",47,NA,"[2365, 'no']","['material']","['denim']","['jacket']","experimental_trial","","jacket_denim_green","list21"
"['no']",3.3051,"","['black']","['leather']",47,NA,"[3000, 'no']","['color']","['blue']","['jacket']","experimental_trial","","jacket_leather_original","list21"
"['no']",3.3051,"","['blue']","['glass']",47,NA,"[1856, 'no']","['color']","['red']","['bottle']","experimental_trial","","bottle_glass_blue","list21"
"['yes']",3.3051,"","['silver']","['metal']",47,NA,"[1736, 'yes']","['color']","['silver']","['bowl']","experimental_trial","","bowl_metal_original","list21"
"['yes']",3.3051,"","['white']","['plastic']",47,NA,"[2272, 'yes']","['material']","['plastic']","['pitcher']","experimental_trial","","pitcher_plastic_original","list21"
"['no']",3.3051,"","['clear']","['glass']",47,NA,"[1760, 'no']","['color']","['blue']","['pitcher']","experimental_trial","","pitcher_glass_original","list21"
"['yes']",3.3051,"","['blue']","['paper']",47,NA,"[1872, 'yes']","['color']","['blue']","['bag']","experimental_trial","","bag_paper_blue","list21"
"['yes']",3.3051,"","['green']","['glass']",47,NA,"[2024, 'yes']","['color']","['green']","['bowl']","experimental_trial","","bowl_glass_green","list21"
"['yes']",3.3051,"","['green']","['plastic']",47,NA,"[1360, 'yes']","['color']","['green']","['bag']","experimental_trial","","bag_plastic_green","list21"
"['no']",3.3051,"","['blue']","['paper']",47,NA,"[1240, 'no']","['color']","['black']","['plate']","experimental_trial","","plate_paper_blue","list21"
"['yes']",3.3051,"","['brown']","['rubber']",47,NA,"[1704, 'yes']","['color']","['brown']","['boot']","experimental_trial","","boot_rubber_brown","list21"
"['yes']",3.3051,"","['purple']","['wood']",47,NA,"[1272, 'yes']","['color']","['purple']","['chair']","experimental_trial","","chair_wood_purple","list21"
"['no']",3.3051,"","['green']","['metal']",47,NA,"[1048, 'no']","['material']","['wood']","['bowl']","experimental_trial","","bowl_metal_green","list21"
"['yes']",3.3051,"","['green']","['metal']",47,NA,"[1728, 'yes']","['material']","['metal']","['chair']","experimental_trial","","chair_metal_green","list21"
"['no']",3.3051,"","['green']","['cardboard']",47,NA,"[1360, 'no']","['color']","['purple']","['box']","experimental_trial","","box_cardboard_green","list21"
"['yes']",3.3051,"","['silver']","['metal']",47,NA,"[1560, 'yes']","['color']","['silver']","['spoon']","experimental_trial","","spoon_metal_original","list21"
"['yes']",3.3051,"","['green']","['plastic']",47,NA,"[2008, 'yes']","['color']","['green']","['bottle']","experimental_trial","","bottle_plastic_green","list21"
"['yes']",3.3051,"","['green']","['plastic']",47,NA,"[1304, 'yes']","['material']","['plastic']","['plate']","experimental_trial","","plate_plastic_green","list21"
"['yes']",3.3051,"","['green']","['rubber']",47,NA,"[1880, 'yes']","['material']","['rubber']","['boot']","experimental_trial","","boot_rubber_green","list21"
"['no']",3.3051,"","['clear']","['glass']",47,NA,"[1664, 'no']","['material']","['metal']","['bowl']","experimental_trial","","bowl_glass_original","list21"
"['yes']",3.3051,"","['blue']","['plastic']",47,NA,"[2056, 'yes']","['material']","['plastic']","['spoon']","experimental_trial","","spoon_plastic_blue","list21"
"['yes']",3.3051,"","['green']","['metal']",47,NA,"[1616, 'yes']","['material']","['metal']","['pitcher']","experimental_trial","","pitcher_metal_green","list21"
"['no']",3.3051,"","['clear']","['plastic']",47,NA,"[2296, 'no']","['color']","['black']","['bottle']","experimental_trial","","bottle_plastic_original","list21"
"['no']",3.3051,"","['blue']","['metal']",47,NA,"[2240, 'no']","['material']","['plastic']","['table']","experimental_trial","","table_metal_blue","list21"
"['no']",3.3051,"","['blue']","['metal']",47,NA,"[2696, 'yes']","['color']","['white']","['bowl']","experimental_trial","","bowl_metal_blue","list21"
"['no']",3.3051,"","['blue']","['plastic']",47,NA,"[2056, 'no']","['material']","['glass']","['bag']","experimental_trial","","bag_plastic_blue","list21"
"['yes']",3.3051,"","['silver']","['metal']",47,NA,"[1320, 'yes']","['color']","['silver']","['chair']","experimental_trial","","chair_metal_original","list21"
"['yes']",3.3051,"","['purple']","['denim']",47,NA,"[1720, 'yes']","['color']","['purple']","['jacket']","experimental_trial","","jacket_denim_purple","list21"
"['yes']",3.3051,"","['silver']","['metal']",47,NA,"[1168, 'yes']","['material']","['metal']","['cup']","experimental_trial","","cup_metal_original","list21"
"['yes']",3.3051,"","['green']","['plastic']",47,NA,"[1376, 'yes']","['color']","['green']","['cup']","experimental_trial","","cup_plastic_green","list21"
"['no']",3.3051,"","['green']","['metal']",47,NA,"[1376, 'no']","['material']","['paper']","['cup']","experimental_trial","","cup_metal_green","list21"
"['yes']",3.3051,"","['green']","['glass']",47,NA,"[1904, 'yes']","['material']","['glass']","['pitcher']","experimental_trial","","pitcher_glass_green","list21"
"['no']",3.3051,"","['green']","['leather']",47,NA,"[1664, 'no']","['material']","['denim']","['jacket']","experimental_trial","","jacket_leather_green","list21"
"['no']",3.3051,"","['green']","['wood']",47,NA,"[1912, 'no']","['color']","['red']","['table']","experimental_trial","","table_wood_green","list21"
"['no']",3.3051,"","['brown']","['wood']",47,NA,"[1296, 'no']","['material']","['plastic']","['table']","experimental_trial","","table_wood_original","list21"
"['no']",3.3051,"","['green']","['plastic']",47,NA,"[1640, 'no']","['material']","['metal']","['chair']","experimental_trial","","chair_plastic_green","list21"
"['no']",3.3051,"","['white']","['plastic']",47,NA,"[1464, 'no']","['material']","['wood']","['spoon']","experimental_trial","","spoon_plastic_original","list21"
"['yes']",3.3051,"","['green']","['leather']",47,NA,"[1784, 'no']","['material']","['leather']","['boot']","experimental_trial","","boot_leather_green","list21"
"['no']",3.3051,"","['silver']","['metal']",47,NA,"[2088, 'no']","['material']","['glass']","['pitcher']","experimental_trial","","pitcher_metal_original","list21"
"['no']",3.3051,"","['clear']","['plastic']",47,NA,"[1656, 'no']","['material']","['metal']","['cup']","experimental_trial","","cup_plastic_original","list21"
"['no']",3.3051,"","['blue']","['wood']",47,NA,"[1488, 'no']","['material']","['metal']","['table']","experimental_trial","","table_wood_blue","list21"
"['no']",3.3051,"","['white']","['plastic']",47,NA,"[1594, 'no']","['color']","['blue']","['bag']","experimental_trial","","bag_plastic_original","list21"
"['no']",3.3051,"","['brown']","['wood']",47,NA,"[1294, 'no']","['color']","['green']","['spoon']","experimental_trial","","spoon_wood_original","list21"
"['yes']",3.3051,"","['green']","['glass']",47,NA,"[1728, 'yes']","['color']","['green']","['bottle']","experimental_trial","","bottle_glass_green","list21"
"['no']",3.3051,"","['brown']","['leather']",47,NA,"[1560, 'no']","['material']","['canvas']","['boot']","experimental_trial","","boot_leather_brown","list21"
"",4.13865,"bot_check","","",48,0,"Linda","","","","1","Linda","","list21"
"['no']",4.13865,"","['silver']","['metal']",48,NA,"[3321, 'no']","['material']","['glass']","['ball']","practice_trial","","ball_metal_original","list21"
"['yes']",4.13865,"","['yellow']","['wood']",48,NA,"[2869, 'yes']","['color']","['yellow']","['door']","practice_trial","","door_wood_yellow","list21"
"['no']",4.13865,"","['blue']","['metal']",48,NA,"[4361, 'no']","['color']","['red']","['bag']","practice_trial","","ruler_metal_blue","list21"
"['yes']",4.13865,"","['red']","['plastic']",48,NA,"[2607, 'yes']","['material']","['plastic']","['ball']","practice_trial","","ball_plastic_red","list21"
"['no']",4.13865,"","['blue']","['plastic']",48,NA,"[3153, 'no']","['color']","['green']","['plate']","experimental_trial","","plate_plastic_original","list21"
"['no']",4.13865,"","['clear']","['glass']",48,NA,"[2442, 'no']","['color']","['blue']","['pitcher']","experimental_trial","","pitcher_glass_original","list21"
"['no']",4.13865,"","['green']","['metal']",48,NA,"[2133, 'no']","['material']","['wood']","['bowl']","experimental_trial","","bowl_metal_green","list21"
"['yes']",4.13865,"","['green']","['glass']",48,NA,"[2130, 'yes']","['material']","['glass']","['pitcher']","experimental_trial","","pitcher_glass_green","list21"
"['yes']",4.13865,"","['green']","['leather']",48,NA,"[1730, 'yes']","['material']","['leather']","['boot']","experimental_trial","","boot_leather_green","list21"
"['no']",4.13865,"","['green']","['leather']",48,NA,"[2273, 'yes']","['material']","['denim']","['jacket']","experimental_trial","","jacket_leather_green","list21"
"['yes']",4.13865,"","['silver']","['metal']",48,NA,"[2748, 'no']","['color']","['silver']","['bowl']","experimental_trial","","bowl_metal_original","list21"
"['no']",4.13865,"","['green']","['plastic']",48,NA,"[2085, 'no']","['color']","['blue']","['spoon']","experimental_trial","","spoon_plastic_green","list21"
"['no']",4.13865,"","['green']","['paper']",48,NA,"[2119, 'no']","['color']","['red']","['bag']","experimental_trial","","bag_paper_green","list21"
"['yes']",4.13865,"","['white']","['plastic']",48,NA,"[2716, 'yes']","['material']","['plastic']","['pitcher']","experimental_trial","","pitcher_plastic_original","list21"
"['no']",4.13865,"","['blue']","['glass']",48,NA,"[2269, 'no']","['color']","['red']","['bottle']","experimental_trial","","bottle_glass_blue","list21"
"['no']",4.13865,"","['brown']","['cardboard']",48,NA,"[1612, 'no']","['material']","['plastic']","['box']","experimental_trial","","box_cardboard_original","list21"
"['no']",4.13865,"","['brown']","['leather']",48,NA,"[2632, 'no']","['material']","['canvas']","['boot']","experimental_trial","","boot_leather_brown","list21"
"['yes']",4.13865,"","['green']","['denim']",48,NA,"[2319, 'yes']","['material']","['denim']","['jacket']","experimental_trial","","jacket_denim_green","list21"
"['no']",4.13865,"","['clear']","['glass']",48,NA,"[2870, 'no']","['material']","['metal']","['bowl']","experimental_trial","","bowl_glass_original","list21"
"['yes']",4.13865,"","['brown']","['paper']",48,NA,"[1476, 'yes']","['material']","['paper']","['bag']","experimental_trial","","bag_paper_original","list21"
"['no']",4.13865,"","['green']","['paper']",48,NA,"[2329, 'no']","['material']","['metal']","['plate']","experimental_trial","","plate_paper_green","list21"
"['yes']",4.13865,"","['green']","['metal']",48,NA,"[1881, 'yes']","['material']","['metal']","['pitcher']","experimental_trial","","pitcher_metal_green","list21"
"['no']",4.13865,"","['brown']","['wood']",48,NA,"[1512, 'no']","['material']","['plastic']","['table']","experimental_trial","","table_wood_original","list21"
"['yes']",4.13865,"","['green']","['plastic']",48,NA,"[2409, 'yes']","['color']","['green']","['bag']","experimental_trial","","bag_plastic_green","list21"
"['no']",4.13865,"","['blue']","['glass']",48,NA,"[1921, 'no']","['material']","['plastic']","['pitcher']","experimental_trial","","pitcher_glass_blue","list21"
"['yes']",4.13865,"","['green']","['wood']",48,NA,"[2282, 'yes']","['material']","['wood']","['chair']","experimental_trial","","chair_wood_green","list21"
"['yes']",4.13865,"","['blue']","['paper']",48,NA,"[2186, 'yes']","['color']","['blue']","['bag']","experimental_trial","","bag_paper_blue","list21"
"['yes']",4.13865,"","['brown']","['rubber']",48,NA,"[1583, 'yes']","['color']","['brown']","['boot']","experimental_trial","","boot_rubber_brown","list21"
"['yes']",4.13865,"","['green']","['plastic']",48,NA,"[4029, 'yes']","['material']","['plastic']","['plate']","experimental_trial","","plate_plastic_green","list21"
"['yes']",4.13865,"","['blue']","['glass']",48,NA,"[1470, 'yes']","['material']","['glass']","['bowl']","experimental_trial","","bowl_glass_blue","list21"
"['yes']",4.13865,"","['green']","['rubber']",48,NA,"[2355, 'yes']","['material']","['rubber']","['boot']","experimental_trial","","boot_rubber_green","list21"
"['no']",4.13865,"","['green']","['wood']",48,NA,"[2234, 'no']","['color']","['orange']","['box']","experimental_trial","","box_wood_green","list21"
"['yes']",4.13865,"","['green']","['glass']",48,NA,"[3479, 'yes']","['color']","['green']","['bottle']","experimental_trial","","bottle_glass_green","list21"
"['yes']",4.13865,"","['silver']","['metal']",48,NA,"[2238, 'yes']","['color']","['silver']","['chair']","experimental_trial","","chair_metal_original","list21"
"['yes']",4.13865,"","['green']","['metal']",48,NA,"[1792, 'yes']","['color']","['green']","['table']","experimental_trial","","table_metal_green","list21"
"['no']",4.13865,"","['brown']","['wood']",48,NA,"[3324, 'no']","['material']","['glass']","['box']","experimental_trial","","box_wood_original","list21"
"['yes']",4.13865,"","['blue']","['plastic']",48,NA,"[1509, 'yes']","['material']","['plastic']","['bottle']","experimental_trial","","bottle_plastic_blue","list21"
"['no']",4.13865,"","['black']","['leather']",48,NA,"[2634, 'no']","['color']","['green']","['boot']","experimental_trial","","boot_leather_original","list21"
"['no']",4.13865,"","['blue']","['denim']",48,NA,"[2981, 'no']","['color']","['green']","['jacket']","experimental_trial","","jacket_denim_original","list21"
"['yes']",4.13865,"","['blue']","['wood']",48,NA,"[1924, 'yes']","['material']","['wood']","['spoon']","experimental_trial","","spoon_wood_blue","list21"
"['no']",4.13865,"","['clear']","['glass']",48,NA,"[2103, 'no']","['material']","['paper']","['bottle']","experimental_trial","","bottle_glass_original","list21"
"['yes']",4.13865,"","['green']","['plastic']",48,NA,"[2049, 'yes']","['color']","['green']","['pitcher']","experimental_trial","","pitcher_plastic_green","list21"
"['no']",4.13865,"","['white']","['plastic']",48,NA,"[2017, 'no']","['material']","['wood']","['spoon']","experimental_trial","","spoon_plastic_original","list21"
"['no']",4.13865,"","['purple']","['plastic']",48,NA,"[1824, 'no']","['color']","['white']","['chair']","experimental_trial","","chair_plastic_purple","list21"
"['no']",4.13865,"","['blue']","['plastic']",48,NA,"[1737, 'no']","['color']","['red']","['cup']","experimental_trial","","cup_plastic_blue","list21"
"['no']",4.13865,"","['blue']","['plastic']",48,NA,"[2016, 'no']","['material']","['glass']","['bag']","experimental_trial","","bag_plastic_blue","list21"
"['no']",4.13865,"","['clear']","['plastic']",48,NA,"[1707, 'no']","['color']","['black']","['bottle']","experimental_trial","","bottle_plastic_original","list21"
"['yes']",4.13865,"","['silver']","['metal']",48,NA,"[1918, 'yes']","['material']","['metal']","['table']","experimental_trial","","table_metal_original","list21"
"['yes']",4.13865,"","['blue']","['plastic']",48,NA,"[1697, 'yes']","['color']","['blue']","['chair']","experimental_trial","","chair_plastic_original","list21"
"['yes']",4.13865,"","['purple']","['denim']",48,NA,"[1644, 'yes']","['color']","['purple']","['jacket']","experimental_trial","","jacket_denim_purple","list21"
"['yes']",4.13865,"","['blue']","['metal']",48,NA,"[1972, 'yes']","['color']","['blue']","['pitcher']","experimental_trial","","pitcher_metal_blue","list21"
"['yes']",4.13865,"","['blue']","['plastic']",48,NA,"[1664, 'yes']","['material']","['plastic']","['spoon']","experimental_trial","","spoon_plastic_blue","list21"
"['yes']",4.13865,"","['purple']","['wood']",48,NA,"[1645, 'yes']","['color']","['purple']","['chair']","experimental_trial","","chair_wood_purple","list21"
"['no']",4.13865,"","['green']","['wood']",48,NA,"[1723, 'no']","['color']","['red']","['table']","experimental_trial","","table_wood_green","list21"
"['yes']",4.13865,"","['blue']","['cardboard']",48,NA,"[2192, 'yes']","['material']","['cardboard']","['box']","experimental_trial","","box_cardboard_blue","list21"
"['yes']",4.13865,"","['silver']","['metal']",48,NA,"[2176, 'yes']","['color']","['silver']","['spoon']","experimental_trial","","spoon_metal_original","list21"
"['yes']",4.13865,"","['green']","['glass']",48,NA,"[1406, 'yes']","['color']","['green']","['bowl']","experimental_trial","","bowl_glass_green","list21"
"['no']",4.13865,"","['brown']","['wood']",48,NA,"[3703, 'no']","['color']","['green']","['spoon']","experimental_trial","","spoon_wood_original","list21"
"['yes']",4.13865,"","['green']","['plastic']",48,NA,"[3897, 'yes']","['color']","['green']","['cup']","experimental_trial","","cup_plastic_green","list21"
"['no']",4.13865,"","['green']","['plastic']",48,NA,"[4237, 'no']","['material']","['metal']","['chair']","experimental_trial","","chair_plastic_green","list21"
"['yes']",4.13865,"","['purple']","['leather']",48,NA,"[1732, 'yes']","['color']","['purple']","['jacket']","experimental_trial","","jacket_leather_purple","list21"
"['yes']",4.13865,"","['white']","['paper']",48,NA,"[1483, 'yes']","['material']","['paper']","['plate']","experimental_trial","","plate_paper_original","list21"
"['yes']",4.13865,"","['blue']","['wood']",48,NA,"[2089, 'yes']","['color']","['blue']","['box']","experimental_trial","","box_wood_blue","list21"
"['no']",4.13865,"","['green']","['metal']",48,NA,"[1454, 'no']","['material']","['paper']","['cup']","experimental_trial","","cup_metal_green","list21"
"['no']",4.13865,"","['brown']","['wood']",48,NA,"[2324, 'no']","['material']","['plastic']","['chair']","experimental_trial","","chair_wood_original","list21"
"['yes']",4.13865,"","['green']","['wood']",48,NA,"[2291, 'yes']","['color']","['green']","['spoon']","experimental_trial","","spoon_wood_green","list21"
"['no']",4.13865,"","['green']","['rubber']",48,NA,"[2006, 'no']","['material']","['leather']","['boot']","experimental_trial","","boot_rubber_original","list21"
"['no']",4.13865,"","['blue']","['metal']",48,NA,"[1684, 'no']","['material']","['plastic']","['spoon']","experimental_trial","","spoon_metal_blue","list21"
"['no']",4.13865,"","['blue']","['wood']",48,NA,"[2117, 'no']","['material']","['metal']","['table']","experimental_trial","","table_wood_blue","list21"
"['no']",4.13865,"","['black']","['leather']",48,NA,"[1888, 'no']","['color']","['blue']","['jacket']","experimental_trial","","jacket_leather_original","list21"
"['yes']",4.13865,"","['green']","['metal']",48,NA,"[1962, 'yes']","['material']","['metal']","['chair']","experimental_trial","","chair_metal_green","list21"
"['no']",4.13865,"","['purple']","['metal']",48,NA,"[2016, 'no']","['color']","['green']","['chair']","experimental_trial","","chair_metal_purple","list21"
"['no']",4.13865,"","['silver']","['metal']",48,NA,"[1841, 'no']","['material']","['glass']","['pitcher']","experimental_trial","","pitcher_metal_original","list21"
"['yes']",4.13865,"","['green']","['metal']",48,NA,"[2424, 'yes']","['material']","['metal']","['spoon']","experimental_trial","","spoon_metal_green","list21"
"['no']",4.13865,"","['blue']","['metal']",48,NA,"[2207, 'no']","['material']","['plastic']","['table']","experimental_trial","","table_metal_blue","list21"
"['no']",4.13865,"","['green']","['cardboard']",48,NA,"[1951, 'no']","['color']","['purple']","['box']","experimental_trial","","box_cardboard_green","list21"
"['yes']",4.13865,"","['green']","['plastic']",48,NA,"[2478, 'yes']","['color']","['green']","['bottle']","experimental_trial","","bottle_plastic_green","list21"
"['yes']",4.13865,"","['silver']","['metal']",48,NA,"[1994, 'no']","['material']","['metal']","['cup']","experimental_trial","","cup_metal_original","list21"
"['no']",4.13865,"","['clear']","['plastic']",48,NA,"[1663, 'no']","['material']","['metal']","['cup']","experimental_trial","","cup_plastic_original","list21"
"['no']",4.13865,"","['white']","['plastic']",48,NA,"[2196, 'no']","['color']","['blue']","['bag']","experimental_trial","","bag_plastic_original","list21"
"['yes']",4.13865,"","['blue']","['metal']",48,NA,"[2376, 'yes']","['color']","['blue']","['cup']","experimental_trial","","cup_metal_blue","list21"
"['yes']",4.13865,"","['pink']","['plastic']",48,NA,"[2284, 'yes']","['material']","['plastic']","['plate']","experimental_trial","","plate_plastic_pink","list21"
"['no']",4.13865,"","['blue']","['metal']",48,NA,"[1826, 'no']","['color']","['white']","['bowl']","experimental_trial","","bowl_metal_blue","list21"
"['no']",4.13865,"","['blue']","['paper']",48,NA,"[1854, 'no']","['color']","['black']","['plate']","experimental_trial","","plate_paper_blue","list21"
"['no']",4.13865,"","['blue']","['plastic']",48,NA,"[2172, 'no']","['color']","['purple']","['pitcher']","experimental_trial","","pitcher_plastic_blue","list21"
"",5.2767,"bot_check","","",49,0,"Patricia","","","","1","Patricia","","list21"
"['no']",5.2767,"","['silver']","['metal']",49,NA,"[3752, 'no']","['material']","['glass']","['ball']","practice_trial","","ball_metal_original","list21"
