"correct_answer","Answer.time_in_minutes","utterance","correct_color","correct_material","workerid","rt","response","feature_type","feature","item","slide_number_in_experiment","object","label","speaker_cond"
"['yes']",3.68708333333333,"","['red']","['plastic']",16,NA,"[2444, 'yes']","['material']","['plastic']","['ball']","practice_trial","","ball_plastic_red","list2"
"['no']",3.68708333333333,"","['white']","['paper']",16,NA,"[2201, 'no']","['material']","['metal']","['plate']","experimental_trial","","plate_paper_original","list2"
"['no']",3.68708333333333,"","['green']","['plastic']",16,NA,"[1734, 'no']","['color']","['black']","['pitcher']","experimental_trial","","pitcher_plastic_green","list2"
"['no']",3.68708333333333,"","['green']","['denim']",16,NA,"[2639, 'no']","['material']","['leather']","['jacket']","experimental_trial","","jacket_denim_green","list2"
"['no']",3.68708333333333,"","['green']","['glass']",16,NA,"[2292, 'no']","['color']","['blue']","['bottle']","experimental_trial","","bottle_glass_green","list2"
"['no']",3.68708333333333,"","['green']","['metal']",16,NA,"[1709, 'no']","['material']","['wood']","['spoon']","experimental_trial","","spoon_metal_green","list2"
"['no']",3.68708333333333,"","['silver']","['metal']",16,NA,"[3147, 'no']","['color']","['brown']","['bowl']","experimental_trial","","bowl_metal_original","list2"
"['no']",3.68708333333333,"","['green']","['plastic']",16,NA,"[2139, 'no']","['material']","['glass']","['plate']","experimental_trial","","plate_plastic_green","list2"
"['yes']",3.68708333333333,"","['blue']","['plastic']",16,NA,"[1599, 'yes']","['material']","['plastic']","['cup']","experimental_trial","","cup_plastic_blue","list2"
"['no']",3.68708333333333,"","['silver']","['metal']",16,NA,"[4736, 'no']","['material']","['glass']","['table']","experimental_trial","","table_metal_original","list2"
"['no']",3.68708333333333,"","['blue']","['glass']",16,NA,"[2578, 'no']","['material']","['metal']","['bowl']","experimental_trial","","bowl_glass_blue","list2"
"['yes']",3.68708333333333,"","['clear']","['plastic']",16,NA,"[9514, 'yes']","['material']","['plastic']","['bottle']","experimental_trial","","bottle_plastic_original","list2"
"['no']",3.68708333333333,"","['blue']","['paper']",16,NA,"[1781, 'no']","['color']","['red']","['bag']","experimental_trial","","bag_paper_blue","list2"
"['no']",3.68708333333333,"","['green']","['metal']",16,NA,"[2211, 'no']","['color']","['red']","['table']","experimental_trial","","table_metal_green","list2"
"['yes']",3.68708333333333,"","['green']","['metal']",16,NA,"[2315, 'yes']","['color']","['green']","['cup']","experimental_trial","","cup_metal_green","list2"
"['no']",3.68708333333333,"","['green']","['leather']",16,NA,"[1532, 'no']","['material']","['paper']","['boot']","experimental_trial","","boot_leather_green","list2"
"['yes']",3.68708333333333,"","['clear']","['glass']",16,NA,"[1590, 'yes']","['color']","['clear']","['bottle']","experimental_trial","","bottle_glass_original","list2"
"['yes']",3.68708333333333,"","['brown']","['wood']",16,NA,"[1392, 'yes']","['color']","['brown']","['chair']","experimental_trial","","chair_wood_original","list2"
"['yes']",3.68708333333333,"","['green']","['rubber']",16,NA,"[2568, 'no']","['color']","['green']","['boot']","experimental_trial","","boot_rubber_original","list2"
"['yes']",3.68708333333333,"","['blue']","['plastic']",16,NA,"[1856, 'yes']","['material']","['plastic']","['pitcher']","experimental_trial","","pitcher_plastic_blue","list2"
"['yes']",3.68708333333333,"","['blue']","['paper']",16,NA,"[1897, 'yes']","['material']","['paper']","['plate']","experimental_trial","","plate_paper_blue","list2"
"['yes']",3.68708333333333,"","['green']","['wood']",16,NA,"[1540, 'yes']","['material']","['wood']","['box']","experimental_trial","","box_wood_green","list2"
"['yes']",3.68708333333333,"","['blue']","['denim']",16,NA,"[1556, 'yes']","['material']","['denim']","['jacket']","experimental_trial","","jacket_denim_original","list2"
"['yes']",3.68708333333333,"","['green']","['cardboard']",16,NA,"[1263, 'yes']","['material']","['cardboard']","['box']","experimental_trial","","box_cardboard_green","list2"
"['yes']",3.68708333333333,"","['blue']","['plastic']",16,NA,"[1361, 'yes']","['color']","['blue']","['bag']","experimental_trial","","bag_plastic_blue","list2"
"['no']",3.68708333333333,"","['blue']","['metal']",16,NA,"[1545, 'no']","['color']","['red']","['pitcher']","experimental_trial","","pitcher_metal_blue","list2"
"['yes']",3.68708333333333,"","['blue']","['wood']",16,NA,"[2019, 'yes']","['color']","['blue']","['table']","experimental_trial","","table_wood_blue","list2"
"['yes']",3.68708333333333,"","['clear']","['glass']",16,NA,"[1436, 'yes']","['color']","['clear']","['bowl']","experimental_trial","","bowl_glass_original","list2"
"['no']",3.68708333333333,"","['green']","['metal']",16,NA,"[2266, 'no']","['material']","['plastic']","['chair']","experimental_trial","","chair_metal_green","list2"
"['yes']",3.68708333333333,"","['purple']","['plastic']",16,NA,"[1751, 'yes']","['material']","['plastic']","['chair']","experimental_trial","","chair_plastic_purple","list2"
"['no']",3.68708333333333,"","['silver']","['metal']",16,NA,"[1915, 'no']","['color']","['purple']","['spoon']","experimental_trial","","spoon_metal_original","list2"
"['yes']",3.68708333333333,"","['white']","['plastic']",16,NA,"[1541, 'yes']","['material']","['plastic']","['bag']","experimental_trial","","bag_plastic_original","list2"
"['yes']",3.68708333333333,"","['green']","['paper']",16,NA,"[1501, 'yes']","['material']","['paper']","['bag']","experimental_trial","","bag_paper_green","list2"
"['no']",3.68708333333333,"","['white']","['plastic']",16,NA,"[1861, 'no']","['material']","['glass']","['pitcher']","experimental_trial","","pitcher_plastic_original","list2"
"['no']",3.68708333333333,"","['blue']","['plastic']",16,NA,"[1744, 'no']","['material']","['paper']","['bottle']","experimental_trial","","bottle_plastic_blue","list2"
"['yes']",3.68708333333333,"","['clear']","['plastic']",16,NA,"[1321, 'yes']","['color']","['clear']","['cup']","experimental_trial","","cup_plastic_original","list2"
"['no']",3.68708333333333,"","['green']","['rubber']",16,NA,"[2130, 'no']","['material']","['leather']","['boot']","experimental_trial","","boot_rubber_green","list2"
"['yes']",3.68708333333333,"","['brown']","['wood']",16,NA,"[1670, 'yes']","['material']","['wood']","['spoon']","experimental_trial","","spoon_wood_original","list2"
"['no']",3.68708333333333,"","['green']","['glass']",16,NA,"[1961, 'no']","['color']","['white']","['bowl']","experimental_trial","","bowl_glass_green","list2"
"['yes']",3.68708333333333,"","['black']","['leather']",16,NA,"[1311, 'yes']","['material']","['leather']","['jacket']","experimental_trial","","jacket_leather_original","list2"
"['yes']",3.68708333333333,"","['brown']","['cardboard']",16,NA,"[1566, 'yes']","['color']","['brown']","['box']","experimental_trial","","box_cardboard_original","list2"
"['no']",3.68708333333333,"","['purple']","['denim']",16,NA,"[1749, 'no']","['color']","['black']","['jacket']","experimental_trial","","jacket_denim_purple","list2"
"['no']",3.68708333333333,"","['silver']","['metal']",16,NA,"[1521, 'no']","['color']","['red']","['chair']","experimental_trial","","chair_metal_original","list2"
"['no']",3.68708333333333,"","['blue']","['wood']",16,NA,"[1767, 'no']","['color']","['green']","['box']","experimental_trial","","box_wood_blue","list2"
"['yes']",3.68708333333333,"","['white']","['plastic']",16,NA,"[1445, 'yes']","['color']","['white']","['spoon']","experimental_trial","","spoon_plastic_original","list2"
"['no']",3.68708333333333,"","['green']","['plastic']",16,NA,"[1448, 'no']","['color']","['red']","['cup']","experimental_trial","","cup_plastic_green","list2"
"['yes']",3.68708333333333,"","['silver']","['metal']",16,NA,"[1552, 'yes']","['color']","['silver']","['pitcher']","experimental_trial","","pitcher_metal_original","list2"
"['no']",3.68708333333333,"","['blue']","['cardboard']",16,NA,"[1572, 'no']","['material']","['glass']","['box']","experimental_trial","","box_cardboard_blue","list2"
"['no']",3.68708333333333,"","['green']","['wood']",16,NA,"[1650, 'no']","['color']","['white']","['spoon']","experimental_trial","","spoon_wood_green","list2"
"['no']",3.68708333333333,"","['green']","['plastic']",16,NA,"[1733, 'no']","['color']","['purple']","['bag']","experimental_trial","","bag_plastic_green","list2"
"['no']",3.68708333333333,"","['brown']","['rubber']",16,NA,"[5714, 'no']","['color']","['blue']","['boot']","experimental_trial","","boot_rubber_brown","list2"
"['yes']",3.68708333333333,"","['brown']","['wood']",16,NA,"[1515, 'yes']","['color']","['brown']","['box']","experimental_trial","","box_wood_original","list2"
"['no']",3.68708333333333,"","['blue']","['plastic']",16,NA,"[1618, 'no']","['material']","['metal']","['spoon']","experimental_trial","","spoon_plastic_blue","list2"
"['yes']",3.68708333333333,"","['green']","['metal']",16,NA,"[2064, 'no']","['color']","['green']","['bowl']","experimental_trial","","bowl_metal_green","list2"
"['yes']",3.68708333333333,"","['blue']","['metal']",16,NA,"[2115, 'yes']","['color']","['blue']","['table']","experimental_trial","","table_metal_blue","list2"
"['yes']",3.68708333333333,"","['blue']","['glass']",16,NA,"[2048, 'yes']","['color']","['blue']","['pitcher']","experimental_trial","","pitcher_glass_blue","list2"
"['yes']",3.68708333333333,"","['blue']","['metal']",16,NA,"[1499, 'yes']","['material']","['metal']","['bowl']","experimental_trial","","bowl_metal_blue","list2"
"['no']",3.68708333333333,"","['purple']","['leather']",16,NA,"[1588, 'no']","['color']","['green']","['jacket']","experimental_trial","","jacket_leather_purple","list2"
"['yes']",3.68708333333333,"","['blue']","['metal']",16,NA,"[4364, 'yes']","['color']","['blue']","['spoon']","experimental_trial","","spoon_metal_blue","list2"
"['yes']",3.68708333333333,"","['class']","['glass']",16,NA,"[1478, 'yes']","['material']","['glass']","['pitcher']","experimental_trial","","pitcher_glass_original","list2"
"['no']",3.68708333333333,"","['blue']","['wood']",16,NA,"[1841, 'yes']","['material']","['glass']","['spoon']","experimental_trial","","spoon_wood_blue","list2"
"['yes']",3.68708333333333,"","['brown']","['wood']",16,NA,"[1507, 'yes']","['color']","['brown']","['table']","experimental_trial","","table_wood_original","list2"
"['yes']",3.68708333333333,"","['purple']","['metal']",16,NA,"[1959, 'yes']","['material']","['metal']","['chair']","experimental_trial","","chair_metal_purple","list2"
"['no']",3.68708333333333,"","['pink']","['plastic']",16,NA,"[1904, 'no']","['material']","['metal']","['plate']","experimental_trial","","plate_plastic_pink","list2"
"['yes']",3.68708333333333,"","['blue']","['plastic']",16,NA,"[3406, 'yes']","['material']","['plastic']","['plate']","experimental_trial","","plate_plastic_original","list2"
"['no']",3.68708333333333,"","['green']","['plastic']",16,NA,"[1635, 'no']","['color']","['black']","['bottle']","experimental_trial","","bottle_plastic_green","list2"
"['no']",3.68708333333333,"","['silver']","['metal']",16,NA,"[1642, 'no']","['material']","['paper']","['cup']","experimental_trial","","cup_metal_original","list2"
"['no']",3.68708333333333,"","['purple']","['wood']",16,NA,"[1465, 'no']","['color']","['green']","['chair']","experimental_trial","","chair_wood_purple","list2"
"['yes']",3.68708333333333,"","['green']","['plastic']",16,NA,"[1647, 'yes']","['color']","['green']","['chair']","experimental_trial","","chair_plastic_green","list2"
"['no']",3.68708333333333,"","['green']","['metal']",16,NA,"[2489, 'yes']","['material']","['glass']","['pitcher']","experimental_trial","","pitcher_metal_green","list2"
"['no']",3.68708333333333,"","['blue']","['metal']",16,NA,"[4003, 'no']","['color']","['purple']","['cup']","experimental_trial","","cup_metal_blue","list2"
"['yes']",3.68708333333333,"","['green']","['wood']",16,NA,"[1636, 'yes']","['material']","['wood']","['table']","experimental_trial","","table_wood_green","list2"
"['yes']",3.68708333333333,"","['green']","['plastic']",16,NA,"[2000, 'yes']","['material']","['plastic']","['spoon']","experimental_trial","","spoon_plastic_green","list2"
"['yes']",3.68708333333333,"","['green']","['paper']",16,NA,"[1952, 'yes']","['color']","['green']","['plate']","experimental_trial","","plate_paper_green","list2"
"['yes']",3.68708333333333,"","['brown']","['leather']",16,NA,"[2175, 'yes']","['color']","['brown']","['boot']","experimental_trial","","boot_leather_brown","list2"
"['yes']",3.68708333333333,"","['blue']","['glass']",16,NA,"[1423, 'yes']","['material']","['glass']","['bottle']","experimental_trial","","bottle_glass_blue","list2"
"['no']",3.68708333333333,"","['green']","['glass']",16,NA,"[1755, 'no']","['material']","['plastic']","['pitcher']","experimental_trial","","pitcher_glass_green","list2"
"['yes']",3.68708333333333,"","['black']","['leather']",16,NA,"[1473, 'yes']","['material']","['leather']","['boot']","experimental_trial","","boot_leather_original","list2"
"['no']",3.68708333333333,"","['green']","['wood']",16,NA,"[1550, 'yes']","['material']","['plastic']","['chair']","experimental_trial","","chair_wood_green","list2"
"['no']",3.68708333333333,"","['blue']","['plastic']",16,NA,"[1951, 'no']","['color']","['brown']","['chair']","experimental_trial","","chair_plastic_original","list2"
"['yes']",3.68708333333333,"","['green']","['leather']",16,NA,"[1515, 'yes']","['color']","['green']","['jacket']","experimental_trial","","jacket_leather_green","list2"
"['no']",3.68708333333333,"","['brown']","['paper']",16,NA,"[1736, 'no']","['material']","['canvas']","['bag']","experimental_trial","","bag_paper_original","list2"
"",17.6681166666667,"bot_check","","",17,0,"Sarah","","","","1","Sarah","","list2"
"['no']",17.6681166666667,"","['silver']","['metal']",17,NA,"[2359, 'yes']","['material']","['glass']","['ball']","practice_trial","","ball_metal_original","list2"
"['yes']",17.6681166666667,"","['yellow']","['wood']",17,NA,"[2061, 'yes']","['color']","['yellow']","['door']","practice_trial","","door_wood_yellow","list2"
"['no']",17.6681166666667,"","['blue']","['metal']",17,NA,"[1687, 'no']","['color']","['red']","['bag']","practice_trial","","ruler_metal_blue","list2"
"['yes']",17.6681166666667,"","['red']","['plastic']",17,NA,"[2414, 'yes']","['material']","['plastic']","['ball']","practice_trial","","ball_plastic_red","list2"
"['no']",17.6681166666667,"","['green']","['metal']",17,NA,"[2127, 'yes']","['material']","['plastic']","['chair']","experimental_trial","","chair_metal_green","list2"
"['no']",17.6681166666667,"","['purple']","['leather']",17,NA,"[1613, 'no']","['color']","['green']","['jacket']","experimental_trial","","jacket_leather_purple","list2"
"['no']",17.6681166666667,"","['blue']","['plastic']",17,NA,"[1613, 'no']","['color']","['brown']","['chair']","experimental_trial","","chair_plastic_original","list2"
"['yes']",17.6681166666667,"","['white']","['plastic']",17,NA,"[1859, 'yes']","['material']","['plastic']","['bag']","experimental_trial","","bag_plastic_original","list2"
"['no']",17.6681166666667,"","['green']","['glass']",17,NA,"[1665, 'no']","['color']","['blue']","['bottle']","experimental_trial","","bottle_glass_green","list2"
"['no']",17.6681166666667,"","['green']","['plastic']",17,NA,"[1650, 'no']","['color']","['black']","['bottle']","experimental_trial","","bottle_plastic_green","list2"
"['yes']",17.6681166666667,"","['black']","['leather']",17,NA,"[1706, 'yes']","['material']","['leather']","['jacket']","experimental_trial","","jacket_leather_original","list2"
"['yes']",17.6681166666667,"","['green']","['leather']",17,NA,"[1823, 'yes']","['color']","['green']","['jacket']","experimental_trial","","jacket_leather_green","list2"
"['yes']",17.6681166666667,"","['brown']","['wood']",17,NA,"[1558, 'yes']","['color']","['brown']","['chair']","experimental_trial","","chair_wood_original","list2"
"['no']",17.6681166666667,"","['blue']","['wood']",17,NA,"[1407, 'no']","['color']","['green']","['box']","experimental_trial","","box_wood_blue","list2"
"['yes']",17.6681166666667,"","['blue']","['wood']",17,NA,"[1593, 'yes']","['color']","['blue']","['table']","experimental_trial","","table_wood_blue","list2"
"['no']",17.6681166666667,"","['green']","['metal']",17,NA,"[1485, 'no']","['color']","['red']","['table']","experimental_trial","","table_metal_green","list2"
"['yes']",17.6681166666667,"","['class']","['glass']",17,NA,"[1812, 'yes']","['material']","['glass']","['pitcher']","experimental_trial","","pitcher_glass_original","list2"
"['no']",17.6681166666667,"","['silver']","['metal']",17,NA,"[1584, 'no']","['material']","['glass']","['table']","experimental_trial","","table_metal_original","list2"
"['yes']",17.6681166666667,"","['brown']","['cardboard']",17,NA,"[1628, 'yes']","['color']","['brown']","['box']","experimental_trial","","box_cardboard_original","list2"
"['no']",17.6681166666667,"","['green']","['wood']",17,NA,"[1561, 'no']","['material']","['plastic']","['chair']","experimental_trial","","chair_wood_green","list2"
"['yes']",17.6681166666667,"","['brown']","['leather']",17,NA,"[1451, 'yes']","['color']","['brown']","['boot']","experimental_trial","","boot_leather_brown","list2"
"['yes']",17.6681166666667,"","['purple']","['plastic']",17,NA,"[1557, 'yes']","['material']","['plastic']","['chair']","experimental_trial","","chair_plastic_purple","list2"
"['no']",17.6681166666667,"","['green']","['metal']",17,NA,"[2131, 'no']","['material']","['glass']","['pitcher']","experimental_trial","","pitcher_metal_green","list2"
"['no']",17.6681166666667,"","['blue']","['wood']",17,NA,"[1790, 'no']","['material']","['glass']","['spoon']","experimental_trial","","spoon_wood_blue","list2"
"['yes']",17.6681166666667,"","['green']","['wood']",17,NA,"[1693, 'yes']","['material']","['wood']","['box']","experimental_trial","","box_wood_green","list2"
"['no']",17.6681166666667,"","['green']","['rubber']",17,NA,"[1723, 'no']","['material']","['leather']","['boot']","experimental_trial","","boot_rubber_green","list2"
"['no']",17.6681166666667,"","['green']","['glass']",17,NA,"[1829, 'no']","['material']","['plastic']","['pitcher']","experimental_trial","","pitcher_glass_green","list2"
"['no']",17.6681166666667,"","['white']","['plastic']",17,NA,"[1861, 'no']","['material']","['glass']","['pitcher']","experimental_trial","","pitcher_plastic_original","list2"
"['no']",17.6681166666667,"","['silver']","['metal']",17,NA,"[1701, 'no']","['color']","['purple']","['spoon']","experimental_trial","","spoon_metal_original","list2"
"['yes']",17.6681166666667,"","['green']","['cardboard']",17,NA,"[1787, 'yes']","['material']","['cardboard']","['box']","experimental_trial","","box_cardboard_green","list2"
"['yes']",17.6681166666667,"","['brown']","['wood']",17,NA,"[1553, 'yes']","['material']","['wood']","['spoon']","experimental_trial","","spoon_wood_original","list2"
"['yes']",17.6681166666667,"","['green']","['paper']",17,NA,"[1719, 'no']","['material']","['paper']","['bag']","experimental_trial","","bag_paper_green","list2"
"['yes']",17.6681166666667,"","['green']","['paper']",17,NA,"[1796, 'yes']","['color']","['green']","['plate']","experimental_trial","","plate_paper_green","list2"
"['no']",17.6681166666667,"","['blue']","['cardboard']",17,NA,"[1714, 'no']","['material']","['glass']","['box']","experimental_trial","","box_cardboard_blue","list2"
"['no']",17.6681166666667,"","['green']","['plastic']",17,NA,"[1505, 'no']","['color']","['black']","['pitcher']","experimental_trial","","pitcher_plastic_green","list2"
"['no']",17.6681166666667,"","['silver']","['metal']",17,NA,"[1542, 'no']","['material']","['paper']","['cup']","experimental_trial","","cup_metal_original","list2"
"['no']",17.6681166666667,"","['blue']","['paper']",17,NA,"[1614, 'no']","['color']","['red']","['bag']","experimental_trial","","bag_paper_blue","list2"
"['no']",17.6681166666667,"","['green']","['plastic']",17,NA,"[1663, 'no']","['color']","['red']","['cup']","experimental_trial","","cup_plastic_green","list2"
"['yes']",17.6681166666667,"","['green']","['rubber']",17,NA,"[2492, 'no']","['color']","['green']","['boot']","experimental_trial","","boot_rubber_original","list2"
"['yes']",17.6681166666667,"","['clear']","['plastic']",17,NA,"[1950, 'yes']","['color']","['clear']","['cup']","experimental_trial","","cup_plastic_original","list2"
"['yes']",17.6681166666667,"","['brown']","['wood']",17,NA,"[1617, 'yes']","['color']","['brown']","['table']","experimental_trial","","table_wood_original","list2"
"['yes']",17.6681166666667,"","['blue']","['plastic']",17,NA,"[1767, 'yes']","['material']","['plastic']","['cup']","experimental_trial","","cup_plastic_blue","list2"
"['yes']",17.6681166666667,"","['green']","['plastic']",17,NA,"[1741, 'yes']","['material']","['plastic']","['spoon']","experimental_trial","","spoon_plastic_green","list2"
"['yes']",17.6681166666667,"","['blue']","['glass']",17,NA,"[1516, 'yes']","['material']","['glass']","['bottle']","experimental_trial","","bottle_glass_blue","list2"
"['no']",17.6681166666667,"","['brown']","['rubber']",17,NA,"[1529, 'no']","['color']","['blue']","['boot']","experimental_trial","","boot_rubber_brown","list2"
"['no']",17.6681166666667,"","['green']","['metal']",17,NA,"[1499, 'no']","['material']","['wood']","['spoon']","experimental_trial","","spoon_metal_green","list2"
"['no']",17.6681166666667,"","['green']","['plastic']",17,NA,"[1636, 'no']","['material']","['glass']","['plate']","experimental_trial","","plate_plastic_green","list2"
"['yes']",17.6681166666667,"","['purple']","['metal']",17,NA,"[1781, 'yes']","['material']","['metal']","['chair']","experimental_trial","","chair_metal_purple","list2"
"['yes']",17.6681166666667,"","['clear']","['plastic']",17,NA,"[1778, 'no']","['material']","['plastic']","['bottle']","experimental_trial","","bottle_plastic_original","list2"
"['yes']",17.6681166666667,"","['green']","['wood']",17,NA,"[1420, 'yes']","['material']","['wood']","['table']","experimental_trial","","table_wood_green","list2"
"['no']",17.6681166666667,"","['silver']","['metal']",17,NA,"[1506, 'no']","['color']","['red']","['chair']","experimental_trial","","chair_metal_original","list2"
"['no']",17.6681166666667,"","['blue']","['metal']",17,NA,"[1554, 'no']","['color']","['purple']","['cup']","experimental_trial","","cup_metal_blue","list2"
"['no']",17.6681166666667,"","['pink']","['plastic']",17,NA,"[1614, 'no']","['material']","['metal']","['plate']","experimental_trial","","plate_plastic_pink","list2"
"['yes']",17.6681166666667,"","['black']","['leather']",17,NA,"[1787, 'yes']","['material']","['leather']","['boot']","experimental_trial","","boot_leather_original","list2"
"['no']",17.6681166666667,"","['brown']","['paper']",17,NA,"[1598, 'no']","['material']","['canvas']","['bag']","experimental_trial","","bag_paper_original","list2"
"['no']",17.6681166666667,"","['white']","['paper']",17,NA,"[1693, 'no']","['material']","['metal']","['plate']","experimental_trial","","plate_paper_original","list2"
"['no']",17.6681166666667,"","['blue']","['metal']",17,NA,"[1411, 'no']","['color']","['red']","['pitcher']","experimental_trial","","pitcher_metal_blue","list2"
"['yes']",17.6681166666667,"","['blue']","['denim']",17,NA,"[1712, 'yes']","['material']","['denim']","['jacket']","experimental_trial","","jacket_denim_original","list2"
"['yes']",17.6681166666667,"","['green']","['metal']",17,NA,"[1574, 'yes']","['color']","['green']","['cup']","experimental_trial","","cup_metal_green","list2"
"['yes']",17.6681166666667,"","['blue']","['plastic']",17,NA,"[1571, 'yes']","['material']","['plastic']","['pitcher']","experimental_trial","","pitcher_plastic_blue","list2"
"['yes']",17.6681166666667,"","['blue']","['plastic']",17,NA,"[1351, 'yes']","['material']","['plastic']","['plate']","experimental_trial","","plate_plastic_original","list2"
"['yes']",17.6681166666667,"","['silver']","['metal']",17,NA,"[1567, 'yes']","['color']","['silver']","['pitcher']","experimental_trial","","pitcher_metal_original","list2"
"['no']",17.6681166666667,"","['silver']","['metal']",17,NA,"[1470, 'no']","['color']","['brown']","['bowl']","experimental_trial","","bowl_metal_original","list2"
"['yes']",17.6681166666667,"","['blue']","['metal']",17,NA,"[1385, 'yes']","['color']","['blue']","['table']","experimental_trial","","table_metal_blue","list2"
"['no']",17.6681166666667,"","['green']","['denim']",17,NA,"[1645, 'no']","['material']","['leather']","['jacket']","experimental_trial","","jacket_denim_green","list2"
"['yes']",17.6681166666667,"","['brown']","['wood']",17,NA,"[1378, 'yes']","['color']","['brown']","['box']","experimental_trial","","box_wood_original","list2"
"['yes']",17.6681166666667,"","['clear']","['glass']",17,NA,"[1458, 'yes']","['color']","['clear']","['bowl']","experimental_trial","","bowl_glass_original","list2"
"['no']",17.6681166666667,"","['purple']","['denim']",17,NA,"[1522, 'no']","['color']","['black']","['jacket']","experimental_trial","","jacket_denim_purple","list2"
"['no']",17.6681166666667,"","['blue']","['glass']",17,NA,"[1570, 'no']","['material']","['metal']","['bowl']","experimental_trial","","bowl_glass_blue","list2"
"['no']",17.6681166666667,"","['green']","['leather']",17,NA,"[1492, 'no']","['material']","['paper']","['boot']","experimental_trial","","boot_leather_green","list2"
"['yes']",17.6681166666667,"","['blue']","['metal']",17,NA,"[1626, 'yes']","['material']","['metal']","['bowl']","experimental_trial","","bowl_metal_blue","list2"
"['yes']",17.6681166666667,"","['green']","['metal']",17,NA,"[1521, 'yes']","['color']","['green']","['bowl']","experimental_trial","","bowl_metal_green","list2"
"['no']",17.6681166666667,"","['green']","['wood']",17,NA,"[1486, 'no']","['color']","['white']","['spoon']","experimental_trial","","spoon_wood_green","list2"
"['yes']",17.6681166666667,"","['blue']","['paper']",17,NA,"[1879, 'yes']","['material']","['paper']","['plate']","experimental_trial","","plate_paper_blue","list2"
"['no']",17.6681166666667,"","['green']","['plastic']",17,NA,"[1512, 'no']","['color']","['purple']","['bag']","experimental_trial","","bag_plastic_green","list2"
"['yes']",17.6681166666667,"","['green']","['plastic']",17,NA,"[1501, 'yes']","['color']","['green']","['chair']","experimental_trial","","chair_plastic_green","list2"
"['no']",17.6681166666667,"","['blue']","['plastic']",17,NA,"[1519, 'no']","['material']","['metal']","['spoon']","experimental_trial","","spoon_plastic_blue","list2"
"['yes']",17.6681166666667,"","['blue']","['plastic']",17,NA,"[1549, 'yes']","['color']","['blue']","['bag']","experimental_trial","","bag_plastic_blue","list2"
"['yes']",17.6681166666667,"","['white']","['plastic']",17,NA,"[1526, 'yes']","['color']","['white']","['spoon']","experimental_trial","","spoon_plastic_original","list2"
"['yes']",17.6681166666667,"","['blue']","['glass']",17,NA,"[1530, 'yes']","['color']","['blue']","['pitcher']","experimental_trial","","pitcher_glass_blue","list2"
"['yes']",17.6681166666667,"","['blue']","['metal']",17,NA,"[1389, 'yes']","['color']","['blue']","['spoon']","experimental_trial","","spoon_metal_blue","list2"
"['no']",17.6681166666667,"","['blue']","['plastic']",17,NA,"[1460, 'no']","['material']","['paper']","['bottle']","experimental_trial","","bottle_plastic_blue","list2"
"['no']",17.6681166666667,"","['purple']","['wood']",17,NA,"[1651, 'no']","['color']","['green']","['chair']","experimental_trial","","chair_wood_purple","list2"
"['no']",17.6681166666667,"","['green']","['glass']",17,NA,"[1577, 'no']","['color']","['white']","['bowl']","experimental_trial","","bowl_glass_green","list2"
"['yes']",17.6681166666667,"","['clear']","['glass']",17,NA,"[1428, 'yes']","['color']","['clear']","['bottle']","experimental_trial","","bottle_glass_original","list2"
"",3.22141666666667,"bot_check","","",18,0,"Margaret","","","","1","Margaret","","list2"
"['no']",3.22141666666667,"","['silver']","['metal']",18,NA,"[2544, 'yes']","['material']","['glass']","['ball']","practice_trial","","ball_metal_original","list2"
"['yes']",3.22141666666667,"","['yellow']","['wood']",18,NA,"[2155, 'yes']","['color']","['yellow']","['door']","practice_trial","","door_wood_yellow","list2"
"['no']",3.22141666666667,"","['blue']","['metal']",18,NA,"[3001, 'no']","['color']","['red']","['bag']","practice_trial","","ruler_metal_blue","list2"
"['yes']",3.22141666666667,"","['red']","['plastic']",18,NA,"[2617, 'yes']","['material']","['plastic']","['ball']","practice_trial","","ball_plastic_red","list2"
"['yes']",3.22141666666667,"","['green']","['wood']",18,NA,"[2455, 'yes']","['material']","['wood']","['table']","experimental_trial","","table_wood_green","list2"
"['yes']",3.22141666666667,"","['clear']","['plastic']",18,NA,"[2189, 'yes']","['material']","['plastic']","['bottle']","experimental_trial","","bottle_plastic_original","list2"
"['yes']",3.22141666666667,"","['brown']","['leather']",18,NA,"[1999, 'yes']","['color']","['brown']","['boot']","experimental_trial","","boot_leather_brown","list2"
"['yes']",3.22141666666667,"","['class']","['glass']",18,NA,"[1976, 'yes']","['material']","['glass']","['pitcher']","experimental_trial","","pitcher_glass_original","list2"
"['no']",3.22141666666667,"","['green']","['plastic']",18,NA,"[1848, 'no']","['color']","['red']","['cup']","experimental_trial","","cup_plastic_green","list2"
"['no']",3.22141666666667,"","['pink']","['plastic']",18,NA,"[2145, 'no']","['material']","['metal']","['plate']","experimental_trial","","plate_plastic_pink","list2"
"['no']",3.22141666666667,"","['green']","['metal']",18,NA,"[1951, 'no']","['color']","['red']","['table']","experimental_trial","","table_metal_green","list2"
"['no']",3.22141666666667,"","['green']","['denim']",18,NA,"[2426, 'no']","['material']","['leather']","['jacket']","experimental_trial","","jacket_denim_green","list2"
"['no']",3.22141666666667,"","['green']","['rubber']",18,NA,"[2269, 'no']","['material']","['leather']","['boot']","experimental_trial","","boot_rubber_green","list2"
"['yes']",3.22141666666667,"","['blue']","['metal']",18,NA,"[2134, 'yes']","['color']","['blue']","['spoon']","experimental_trial","","spoon_metal_blue","list2"
