"","rowNum","gameid","roundNum","trialType","targetName","competitorName","notCompetitorName","speakerMessages","UtteranceType","SufficientProperty","RedundantProperty","RedExp3Cat","RedExp2Cat","redundant","clickedobject","clickedcolor","clickedmaterial","clickedoriginal","onlyColorMention","onlyMaterialMention","colormaterialMention","objnameMention","oneMention","theMention","article_Mention","ctrialType"
"247",247,"3968-2",11,"high_difficulty","table_metal_green","table_metal_blue","table_wood_blue","green table___the green table","only color","color","material redundant","minimal","not_redundant",0,"table","green","metal",NA,1,0,0,1,0,1,1,-0.484104046242775
"248",248,"3968-2",12,"high_difficulty","table_metal_blue","table_metal_green","table_wood_green","the blue table","only color","color","material redundant","minimal","not_redundant",0,"table","blue","metal",NA,1,0,0,1,0,1,1,-0.484104046242775
"249",249,"3968-2",15,"low_difficulty","pitcher_metal_blue","pitcher_glass_blue","pitcher_glass_green","the dark blue pitcher","only color","material","color redundant","underinformative","not_redundant",0,"pitcher","blue","metal",NA,1,0,0,1,0,1,1,0.515895953757225
"250",250,"3968-2",16,"high_difficulty","boot_leather_green","boot_leather_black_original","boot_rubber_black_original","the green boot","only color","color","material redundant","minimal","not_redundant",0,"boot","green","leather",NA,1,0,0,1,0,1,1,-0.484104046242775
"251",251,"3968-2",24,"low_difficulty","table_metal_blue","table_wood_blue","table_wood_brown_original","the long blue table","only color","material","color redundant","underinformative","not_redundant",0,"table","blue","metal",NA,1,0,0,1,0,1,1,0.515895953757225
"252",252,"3968-2",25,"high_difficulty","chair_metal_green","chair_metal_purple","chair_wood_purple","the green chair","only color","color","material redundant","minimal","not_redundant",0,"chair","green","metal",NA,1,0,0,1,0,1,1,-0.484104046242775
"253",253,"3968-2",26,"low_difficulty","plate_plastic_blue_original","plate_paper_blue","plate_paper_green","the dark blue plate with small ridges on the outer rim","only color","material","color redundant","underinformative","not_redundant",0,"plate","blue","plastic","original",1,0,0,1,0,1,1,0.515895953757225
"254",254,"3968-2",27,"high_difficulty","plate_paper_blue","plate_paper_green","plate_plastic_green","the blue plate","only color","color","material redundant","minimal","not_redundant",0,"plate","blue","paper",NA,1,0,0,1,0,1,1,-0.484104046242775
"255",255,"3968-2",30,"high_difficulty","spoon_wood_green","spoon_wood_blue","spoon_metal_blue","the green spoon","only color","color","material redundant","minimal","not_redundant",0,"spoon","green","wood",NA,1,0,0,1,0,1,1,-0.484104046242775
"256",256,"3968-2",31,"low_difficulty","jacket_denim_purple","jacket_leather_purple","jacket_leather_green","the purple denim jacket","color and material","material","color redundant","redundant","redundant",1,"jacket","purple","denim",NA,0,0,1,1,0,1,1,0.515895953757225
"257",257,"3968-2",32,"high_difficulty","chair_metal_purple","chair_metal_green","chair_wood_green","the purple chair","only color","color","material redundant","minimal","not_redundant",0,"chair","purple","metal",NA,1,0,0,1,0,1,1,-0.484104046242775
"258",258,"5780-7",4,"high_difficulty","table_metal_green","table_metal_blue","table_wood_blue","green table","only color","color","material redundant","minimal","not_redundant",0,"table","green","metal",NA,1,0,0,1,0,1,1,-0.484104046242775
"259",259,"5780-7",5,"low_difficulty","jacket_denim_purple","jacket_leather_purple","jacket_leather_green","purple jean jacket","color and material","material","color redundant","redundant","redundant",1,"jacket","purple","denim",NA,0,0,1,1,0,1,1,0.515895953757225
"260",260,"5780-7",6,"high_difficulty","chair_metal_green","chair_metal_purple","chair_wood_purple","green chair","only color","color","material redundant","minimal","not_redundant",0,"chair","green","metal",NA,1,0,0,1,0,1,1,-0.484104046242775
"261",261,"5780-7",8,"low_difficulty","table_metal_blue","table_wood_blue","table_wood_green","larger blue table","only color","material","color redundant","underinformative","not_redundant",0,"table","blue","metal",NA,1,0,0,1,0,1,1,0.515895953757225
"262",262,"5780-7",11,"low_difficulty","pitcher_metal_blue","pitcher_plastic_blue","pitcher_plastic_green","blue metal jug","color and material","material","color redundant","redundant","redundant",1,"pitcher","blue","metal",NA,0,0,1,0,0,1,1,0.515895953757225
"263",263,"5780-7",12,"high_difficulty","table_metal_silver_original","table_metal_green","table_wood_green","grey table","only color","color","material redundant","minimal","not_redundant",0,"table","silver","metal","original",1,0,0,1,0,1,1,-0.484104046242775
"264",264,"5780-7",14,"low_difficulty","plate_plastic_blue_original","plate_paper_blue","plate_paper_green","blue plastic plate (odd one out)","color and material","material","color redundant","redundant","redundant",1,"plate","blue","plastic","original",0,0,1,1,1,1,1,0.515895953757225
"265",265,"5780-7",17,"high_difficulty","chair_metal_purple","chair_metal_green","chair_wood_green","purple chair","only color","color","material redundant","minimal","not_redundant",0,"chair","purple","metal",NA,1,0,0,1,0,1,1,-0.484104046242775
"266",266,"5780-7",20,"high_difficulty","spoon_wood_green","spoon_wood_blue","spoon_plastic_blue","green spoon","only color","color","material redundant","minimal","not_redundant",0,"spoon","green","wood",NA,1,0,0,1,0,0,0,-0.484104046242775
"267",267,"5780-7",23,"low_difficulty","plate_paper_blue","plate_plastic_blue_original","plate_plastic_pink","blue paper plate","color and material","material","color redundant","redundant","redundant",1,"plate","blue","paper",NA,0,0,1,1,0,1,1,0.515895953757225
"268",268,"5780-7",25,"high_difficulty","table_metal_blue","table_metal_green","table_wood_green","blue table","only color","color","material redundant","minimal","not_redundant",0,"table","blue","metal",NA,1,0,0,1,0,1,1,-0.484104046242775
"269",269,"5780-7",26,"low_difficulty","bottle_glass_green","bottle_plastic_green","bottle_plastic_blue","green glass bottle","color and material","material","color redundant","redundant","redundant",1,"bottle","green","glass",NA,0,0,1,1,0,1,1,0.515895953757225
"270",270,"5780-7",27,"high_difficulty","boot_leather_green","boot_leather_black_original","boot_rubber_black_original","green boot","only color","color","material redundant","minimal","not_redundant",0,"boot","green","leather",NA,1,0,0,1,0,0,0,-0.484104046242775
"271",271,"5780-7",28,"low_difficulty","bottle_plastic_green","bottle_glass_green","bottle_glass_clear_original","green plastic bottle","color and material","material","color redundant","redundant","redundant",1,"bottle","green","plastic",NA,0,0,1,1,0,1,1,0.515895953757225
"272",272,"5780-7",32,"low_difficulty","cup_plastic_green","cup_metal_green","cup_metal_silver_original","green solo cup","only color","material","color redundant","underinformative","not_redundant",0,"cup","green","plastic",NA,1,0,0,1,0,0,0,0.515895953757225
"273",273,"5813-a",3,"high_difficulty","chair_metal_green","chair_metal_purple","chair_wood_purple","Not Wood Not Purple","color and material","color","material redundant","redundant","redundant",1,"chair","green","metal",NA,0,0,1,0,0,0,0,-0.484104046242775
"274",274,"5813-a",4,"high_difficulty","plate_paper_blue","plate_paper_green","plate_plastic_green","Paper and Blue","color and material","color","material redundant","redundant","redundant",1,"plate","blue","paper",NA,0,0,1,0,0,1,1,-0.484104046242775
"275",275,"5813-a",6,"low_difficulty","plate_paper_blue","plate_plastic_blue_original","plate_plastic_green","Paper and Blue___ridged","color and material","material","color redundant","redundant","redundant",1,"plate","blue","paper",NA,0,0,1,0,0,1,1,0.515895953757225
"276",276,"5813-a",7,"low_difficulty","jacket_denim_purple","jacket_leather_purple","jacket_leather_green","denim not leather","only material","material","color redundant","minimal","not_redundant",0,"jacket","purple","denim",NA,0,1,0,0,0,1,1,0.515895953757225
"277",277,"5813-a",8,"high_difficulty","table_metal_silver_original","table_metal_green","table_wood_green","Grey and long","only color","color","material redundant","minimal","not_redundant",0,"table","silver","metal","original",1,0,0,0,0,1,1,-0.484104046242775
"278",278,"5813-a",10,"high_difficulty","table_metal_green","table_metal_blue","table_wood_blue","Long and Green","only color","color","material redundant","minimal","not_redundant",0,"table","green","metal",NA,1,0,0,0,0,1,1,-0.484104046242775
"279",279,"5813-a",15,"high_difficulty","chair_metal_purple","chair_metal_green","chair_plastic_green","Purple","only color","color","material redundant","minimal","not_redundant",0,"chair","purple","metal",NA,1,0,0,0,0,0,0,-0.484104046242775
"280",280,"5813-a",16,"high_difficulty","boot_leather_green","boot_leather_brown","boot_rubber_brown","Short and Green","only color","color","material redundant","minimal","not_redundant",0,"boot","green","leather",NA,1,0,0,0,0,1,1,-0.484104046242775
"281",281,"5813-a",17,"high_difficulty","spoon_wood_green","spoon_wood_blue","spoon_plastic_blue","Wood and Green","color and material","color","material redundant","redundant","redundant",1,"spoon","green","wood",NA,0,0,1,0,0,1,1,-0.484104046242775
"282",282,"5813-a",19,"high_difficulty","table_metal_blue","table_metal_green","table_wood_green","Long and Blue","only color","color","material redundant","minimal","not_redundant",0,"table","blue","metal",NA,1,0,0,0,0,1,1,-0.484104046242775
"283",283,"5813-a",22,"low_difficulty","table_metal_blue","table_wood_blue","table_wood_brown_original","Long and blue","only color","material","color redundant","underinformative","not_redundant",0,"table","blue","metal",NA,1,0,0,0,0,1,1,0.515895953757225
"284",284,"5813-a",24,"low_difficulty","plate_plastic_blue_original","plate_paper_blue","plate_paper_green","blue, plastic, not ridged","color and material","material","color redundant","redundant","redundant",1,"plate","blue","plastic","original",0,0,1,0,0,1,1,0.515895953757225
"285",285,"5813-a",25,"low_difficulty","cup_plastic_green","cup_metal_green","cup_metal_blue","green and plastic","color and material","material","color redundant","redundant","redundant",1,"cup","green","plastic",NA,0,0,1,0,0,1,1,0.515895953757225
"286",286,"5813-a",29,"low_difficulty","pitcher_metal_blue","pitcher_glass_blue","pitcher_glass_clear_original","blue and stainless steel","color and material","material","color redundant","redundant","redundant",1,"pitcher","blue","metal",NA,0,0,1,0,0,1,1,0.515895953757225
"287",287,"5813-a",31,"low_difficulty","bottle_glass_green","bottle_plastic_green","bottle_plastic_blue","Glass, green, metal closure","color and material","material","color redundant","redundant","redundant",1,"bottle","green","glass",NA,0,0,1,0,0,1,1,0.515895953757225
"288",288,"5813-a",32,"low_difficulty","bottle_plastic_green","bottle_glass_green","bottle_glass_blue","plastic green","color and material","material","color redundant","redundant","redundant",1,"bottle","green","plastic",NA,0,0,1,0,0,1,1,0.515895953757225
"289",289,"9418-8",2,"high_difficulty","chair_metal_purple","chair_metal_green","chair_wood_green","purple metal chair","color and material","color","material redundant","redundant","redundant",1,"chair","purple","metal",NA,0,0,1,1,0,1,1,-0.484104046242775
"290",290,"9418-8",3,"low_difficulty","pitcher_metal_blue","pitcher_glass_blue","pitcher_glass_green","blueish silver jug___yes","only color","material","color redundant","underinformative","not_redundant",0,"pitcher","blue","metal",NA,1,0,0,0,0,0,0,0.515895953757225
"291",291,"9418-8",9,"high_difficulty","chair_metal_green","chair_metal_purple","chair_plastic_purple","green metal chair","color and material","color","material redundant","redundant","redundant",1,"chair","green","metal",NA,0,0,1,1,0,1,1,-0.484104046242775
"292",292,"9418-8",11,"low_difficulty","plate_plastic_blue_original","plate_paper_blue","plate_paper_white_original","darker blue plate, shiny","only color","material","color redundant","underinformative","not_redundant",0,"plate","blue","plastic","original",1,0,0,1,0,1,1,0.515895953757225
"293",293,"9418-8",12,"high_difficulty","table_metal_blue","table_metal_green","table_wood_green","blue tinted rectangular table","only color","color","material redundant","minimal","not_redundant",0,"table","blue","metal",NA,1,0,0,1,0,1,1,-0.484104046242775
"294",294,"9418-8",13,"low_difficulty","plate_paper_blue","plate_plastic_blue_original","plate_plastic_pink","blue plate, not shiny","only color","material","color redundant","underinformative","not_redundant",0,"plate","blue","paper",NA,1,0,0,1,0,1,1,0.515895953757225
"295",295,"9418-8",14,"high_difficulty","spoon_wood_green","spoon_wood_blue","spoon_metal_blue","green spoon","only color","color","material redundant","minimal","not_redundant",0,"spoon","green","wood",NA,1,0,0,1,0,0,0,-0.484104046242775
"296",296,"9418-8",24,"high_difficulty","plate_paper_blue","plate_paper_green","plate_plastic_green","blue plate","only color","color","material redundant","minimal","not_redundant",0,"plate","blue","paper",NA,1,0,0,1,0,1,1,-0.484104046242775
"297",297,"9418-8",27,"low_difficulty","bottle_plastic_green","bottle_glass_green","bottle_glass_blue","green plastic bottle","color and material","material","color redundant","redundant","redundant",1,"bottle","green","plastic",NA,0,0,1,1,0,1,1,0.515895953757225
"298",298,"9418-8",28,"low_difficulty","bottle_glass_green","bottle_plastic_green","bottle_plastic_clear_original","glass bottle with latch top","only material","material","color redundant","minimal","not_redundant",0,"bottle","green","glass",NA,0,1,0,1,0,1,1,0.515895953757225
"299",299,"9418-8",29,"low_difficulty","cup_plastic_green","cup_metal_green","cup_metal_blue","green solo cup","only color","material","color redundant","underinformative","not_redundant",0,"cup","green","plastic",NA,1,0,0,1,0,0,0,0.515895953757225
"300",300,"9418-8",31,"low_difficulty","jacket_denim_purple","jacket_leather_purple","jacket_leather_green","jean jacket","only material","material","color redundant","minimal","not_redundant",0,"jacket","purple","denim",NA,0,1,0,1,0,1,1,0.515895953757225
"301",301,"0512-8",2,"low_difficulty","jacket_denim_purple","jacket_leather_purple","jacket_leather_black_original","purple demin","only color","material","color redundant","underinformative","not_redundant",0,"jacket","purple","denim",NA,1,0,0,0,0,0,0,0.515895953757225
"302",302,"0512-8",3,"low_difficulty","plate_plastic_blue_original","plate_paper_blue","plate_paper_white_original","dark blue plate","only color","material","color redundant","underinformative","not_redundant",0,"plate","blue","plastic","original",1,0,0,1,0,1,1,0.515895953757225
"303",303,"0512-8",5,"low_difficulty","plate_paper_blue","plate_plastic_blue_original","plate_plastic_green","light blue","only color","material","color redundant","underinformative","not_redundant",0,"plate","blue","paper",NA,1,0,0,0,0,0,0,0.515895953757225
"304",304,"0512-8",6,"high_difficulty","table_metal_blue","table_metal_green","table_wood_green","blue","only color","color","material redundant","minimal","not_redundant",0,"table","blue","metal",NA,1,0,0,0,0,0,0,-0.484104046242775
"305",305,"0512-8",8,"high_difficulty","table_metal_green","table_metal_blue","table_wood_blue","green","only color","color","material redundant","minimal","not_redundant",0,"table","green","metal",NA,1,0,0,0,0,0,0,-0.484104046242775
"306",306,"0512-8",13,"high_difficulty","boot_leather_green","boot_leather_brown","boot_rubber_brown","green","only color","color","material redundant","minimal","not_redundant",0,"boot","green","leather",NA,1,0,0,0,0,0,0,-0.484104046242775
"307",307,"0512-8",15,"low_difficulty","table_metal_blue","table_wood_blue","table_wood_green","blue large table","only color","material","color redundant","underinformative","not_redundant",0,"table","blue","metal",NA,1,0,0,1,0,1,1,0.515895953757225
"308",308,"0512-8",17,"high_difficulty","table_metal_silver_original","table_metal_blue","table_wood_blue","grey table","only color","color","material redundant","minimal","not_redundant",0,"table","silver","metal","original",1,0,0,1,0,1,1,-0.484104046242775
"309",309,"0512-8",18,"high_difficulty","spoon_wood_green","spoon_wood_blue","spoon_metal_blue","green","only color","color","material redundant","minimal","not_redundant",0,"spoon","green","wood",NA,1,0,0,0,0,0,0,-0.484104046242775
"310",310,"0512-8",20,"high_difficulty","chair_metal_purple","chair_metal_green","chair_wood_green","purple","only color","color","material redundant","minimal","not_redundant",0,"chair","purple","metal",NA,1,0,0,0,0,0,0,-0.484104046242775
"311",311,"0512-8",21,"low_difficulty","pitcher_metal_blue","pitcher_plastic_blue","pitcher_plastic_white_original","blue metal","color and material","material","color redundant","redundant","redundant",1,"pitcher","blue","metal",NA,0,0,1,0,0,1,1,0.515895953757225
"312",312,"0512-8",22,"low_difficulty","bottle_glass_green","bottle_plastic_green","bottle_plastic_blue","green glass","color and material","material","color redundant","redundant","redundant",1,"bottle","green","glass",NA,0,0,1,0,0,1,1,0.515895953757225
"313",313,"0512-8",23,"low_difficulty","cup_plastic_green","cup_metal_green","cup_metal_silver_original","green plastic","color and material","material","color redundant","redundant","redundant",1,"cup","green","plastic",NA,0,0,1,0,0,1,1,0.515895953757225
"314",314,"0512-8",24,"high_difficulty","chair_metal_green","chair_metal_purple","chair_wood_purple","green","only color","color","material redundant","minimal","not_redundant",0,"chair","green","metal",NA,1,0,0,0,0,0,0,-0.484104046242775
"315",315,"0512-8",25,"high_difficulty","plate_paper_blue","plate_paper_green","plate_plastic_green","blue","only color","color","material redundant","minimal","not_redundant",0,"plate","blue","paper",NA,1,0,0,0,0,0,0,-0.484104046242775
"316",316,"2874-c",4,"high_difficulty","table_metal_blue","table_metal_green","table_wood_green","long, blue table, four legs","only color","color","material redundant","minimal","not_redundant",0,"table","blue","metal",NA,1,0,0,1,0,1,1,-0.484104046242775
"317",317,"2874-c",5,"high_difficulty","plate_paper_blue","plate_paper_green","plate_plastic_green","it's the blue plate","only color","color","material redundant","minimal","not_redundant",0,"plate","blue","paper",NA,1,0,0,1,0,1,1,-0.484104046242775
"318",318,"2874-c",7,"low_difficulty","bottle_glass_green","bottle_plastic_green","bottle_plastic_blue","the green, glass bottle___yes","color and material","material","color redundant","redundant","redundant",1,"bottle","green","glass",NA,0,0,1,1,0,1,1,0.515895953757225
"319",319,"2874-c",9,"high_difficulty","table_metal_silver_original","table_metal_blue","table_wood_blue","gray, metal table","color and material","color","material redundant","redundant","redundant",1,"table","silver","metal","original",0,0,1,1,0,1,1,-0.484104046242775
"320",320,"2874-c",10,"high_difficulty","boot_leather_green","boot_leather_black_original","boot_rubber_black_original","green boot","only color","color","material redundant","minimal","not_redundant",0,"boot","green","leather",NA,1,0,0,1,0,0,0,-0.484104046242775
"321",321,"2874-c",11,"low_difficulty","jacket_denim_purple","jacket_leather_purple","jacket_leather_black_original","purple jean jacket","color and material","material","color redundant","redundant","redundant",1,"jacket","purple","denim",NA,0,0,1,1,0,1,1,0.515895953757225
"322",322,"2874-c",12,"low_difficulty","table_metal_blue","table_wood_blue","table_wood_brown_original","long, blue table","only color","material","color redundant","underinformative","not_redundant",0,"table","blue","metal",NA,1,0,0,1,0,1,1,0.515895953757225
"323",323,"2874-c",13,"high_difficulty","table_metal_green","table_metal_blue","table_wood_blue","green table","only color","color","material redundant","minimal","not_redundant",0,"table","green","metal",NA,1,0,0,1,0,1,1,-0.484104046242775
"324",324,"2874-c",14,"low_difficulty","cup_plastic_green","cup_metal_green","cup_metal_blue","green, plastic cup","color and material","material","color redundant","redundant","redundant",1,"cup","green","plastic",NA,0,0,1,1,0,1,1,0.515895953757225
"325",325,"2874-c",15,"high_difficulty","spoon_wood_green","spoon_wood_blue","spoon_metal_blue","green wooden spoon","color and material","color","material redundant","redundant","redundant",1,"spoon","green","wood",NA,0,0,1,1,0,0,0,-0.484104046242775
"326",326,"2874-c",18,"low_difficulty","pitcher_metal_blue","pitcher_plastic_blue","pitcher_plastic_white_original","blue, metallic pitcher","color and material","material","color redundant","redundant","redundant",1,"pitcher","blue","metal",NA,0,0,1,1,0,1,1,0.515895953757225
"327",327,"2874-c",20,"low_difficulty","bottle_plastic_green","bottle_glass_green","bottle_glass_clear_original","green, plastic bottle with liquid in it","color and material","material","color redundant","redundant","redundant",1,"bottle","green","plastic",NA,0,0,1,1,0,1,1,0.515895953757225
"328",328,"2874-c",26,"high_difficulty","chair_metal_green","chair_metal_purple","chair_plastic_purple","green chair","only color","color","material redundant","minimal","not_redundant",0,"chair","green","metal",NA,1,0,0,1,0,1,1,-0.484104046242775
"329",329,"2874-c",27,"high_difficulty","chair_metal_purple","chair_metal_green","chair_plastic_green","purple chair","only color","color","material redundant","minimal","not_redundant",0,"chair","purple","metal",NA,1,0,0,1,0,1,1,-0.484104046242775
"330",330,"2874-c",30,"low_difficulty","plate_plastic_blue_original","plate_paper_blue","plate_paper_white_original","blue plate___plastic, not paper","color and material","material","color redundant","redundant","redundant",1,"plate","blue","plastic","original",0,0,1,1,0,1,1,0.515895953757225
"331",331,"2874-c",31,"low_difficulty","plate_paper_blue","plate_plastic_blue_original","plate_plastic_green","blue, paper plate","color and material","material","color redundant","redundant","redundant",1,"plate","blue","paper",NA,0,0,1,1,0,1,1,0.515895953757225
"332",332,"8638-a",1,"high_difficulty","spoon_wood_green","spoon_wood_blue","spoon_plastic_blue","Green spoon","only color","color","material redundant","minimal","not_redundant",0,"spoon","green","wood",NA,1,0,0,1,0,0,0,-0.484104046242775
"333",333,"8638-a",4,"low_difficulty","bottle_plastic_green","bottle_glass_green","bottle_glass_blue","Rubber bottle with liquid","only material","material","color redundant","minimal","not_redundant",0,"bottle","green","plastic",NA,0,1,0,1,0,0,0,0.515895953757225
"334",334,"8638-a",5,"high_difficulty","boot_leather_green","boot_leather_brown","boot_rubber_brown","Green boot","only color","color","material redundant","minimal","not_redundant",0,"boot","green","leather",NA,1,0,0,1,0,0,0,-0.484104046242775
"335",335,"8638-a",7,"high_difficulty","chair_metal_green","chair_metal_purple","chair_wood_purple","green chair","only color","color","material redundant","minimal","not_redundant",0,"chair","green","metal",NA,1,0,0,1,0,1,1,-0.484104046242775
"336",336,"8638-a",8,"low_difficulty","plate_paper_blue","plate_plastic_blue_original","plate_plastic_green","Light blue plate","only color","material","color redundant","underinformative","not_redundant",0,"plate","blue","paper",NA,1,0,0,1,0,1,1,0.515895953757225
"337",337,"8638-a",11,"high_difficulty","plate_paper_blue","plate_paper_green","plate_plastic_green","Blue plate","only color","color","material redundant","minimal","not_redundant",0,"plate","blue","paper",NA,1,0,0,1,0,1,1,-0.484104046242775
"338",338,"8638-a",13,"low_difficulty","plate_plastic_blue_original","plate_paper_blue","plate_paper_white_original","Deep blue palte","only color","material","color redundant","underinformative","not_redundant",0,"plate","blue","plastic","original",1,0,0,0,0,1,1,0.515895953757225
"339",339,"8638-a",15,"high_difficulty","chair_metal_purple","chair_metal_green","chair_plastic_green","Purple","only color","color","material redundant","minimal","not_redundant",0,"chair","purple","metal",NA,1,0,0,0,0,0,0,-0.484104046242775
"340",340,"8638-a",16,"high_difficulty","table_metal_blue","table_metal_green","table_wood_green","Blue","only color","color","material redundant","minimal","not_redundant",0,"table","blue","metal",NA,1,0,0,0,0,0,0,-0.484104046242775
"341",341,"8638-a",18,"low_difficulty","bottle_glass_green","bottle_plastic_green","bottle_plastic_blue","Glass bottle for wine","only material","material","color redundant","minimal","not_redundant",0,"bottle","green","glass",NA,0,1,0,1,0,1,1,0.515895953757225
"342",342,"8638-a",20,"low_difficulty","pitcher_metal_blue","pitcher_glass_blue","pitcher_glass_clear_original","Deep blue","only color","material","color redundant","underinformative","not_redundant",0,"pitcher","blue","metal",NA,1,0,0,0,0,0,0,0.515895953757225
"343",343,"8638-a",21,"low_difficulty","jacket_denim_purple","jacket_leather_purple","jacket_leather_black_original","Light purple","only color","material","color redundant","underinformative","not_redundant",0,"jacket","purple","denim",NA,1,0,0,0,0,0,0,0.515895953757225
"344",344,"8638-a",22,"low_difficulty","table_metal_blue","table_wood_blue","table_wood_green","Deep blue","only color","material","color redundant","underinformative","not_redundant",0,"table","blue","metal",NA,1,0,0,0,0,0,0,0.515895953757225
"345",345,"8638-a",23,"high_difficulty","table_metal_silver_original","table_metal_blue","table_wood_blue","Silver","only color","color","material redundant","minimal","not_redundant",0,"table","silver","metal","original",1,0,0,0,0,0,0,-0.484104046242775
"346",346,"8638-a",27,"low_difficulty","cup_plastic_green","cup_metal_green","cup_metal_silver_original","rubber","only material","material","color redundant","minimal","not_redundant",0,"cup","green","plastic",NA,0,1,0,0,0,0,0,0.515895953757225
"347",347,"8638-a",30,"high_difficulty","table_metal_green","table_metal_blue","table_wood_blue","Green","only color","color","material redundant","minimal","not_redundant",0,"table","green","metal",NA,1,0,0,0,0,0,0,-0.484104046242775
"348",348,"3845-b",1,"high_difficulty","plate_paper_blue","plate_paper_green","plate_plastic_green","Blue","only color","color","material redundant","minimal","not_redundant",0,"plate","blue","paper",NA,1,0,0,0,0,0,0,-0.484104046242775
"349",349,"3845-b",2,"high_difficulty","spoon_wood_green","spoon_wood_blue","spoon_plastic_blue","green","only color","color","material redundant","minimal","not_redundant",0,"spoon","green","wood",NA,1,0,0,0,0,0,0,-0.484104046242775
"350",350,"3845-b",7,"low_difficulty","plate_paper_blue","plate_plastic_blue_original","plate_plastic_green","light blue","only color","material","color redundant","underinformative","not_redundant",0,"plate","blue","paper",NA,1,0,0,0,0,0,0,0.515895953757225
"351",351,"3845-b",10,"low_difficulty","plate_plastic_blue_original","plate_paper_blue","plate_paper_green","darker blue","only color","material","color redundant","underinformative","not_redundant",0,"plate","blue","plastic","original",1,0,0,0,0,1,1,0.515895953757225
"352",352,"3845-b",11,"high_difficulty","chair_metal_purple","chair_metal_green","chair_plastic_green","purple chair","only color","color","material redundant","minimal","not_redundant",0,"chair","purple","metal",NA,1,0,0,1,0,1,1,-0.484104046242775
"353",353,"3845-b",12,"low_difficulty","bottle_glass_green","bottle_plastic_green","bottle_plastic_clear_original","dark green bottle","only color","material","color redundant","underinformative","not_redundant",0,"bottle","green","glass",NA,1,0,0,1,0,1,1,0.515895953757225
"354",354,"3845-b",13,"high_difficulty","table_metal_blue","table_metal_green","table_wood_green","blue table","only color","color","material redundant","minimal","not_redundant",0,"table","blue","metal",NA,1,0,0,1,0,1,1,-0.484104046242775
"355",355,"3845-b",14,"high_difficulty","table_metal_green","table_metal_blue","table_wood_blue","green talbe","only color","color","material redundant","minimal","not_redundant",0,"table","green","metal",NA,1,0,0,0,0,1,1,-0.484104046242775
"356",356,"3845-b",15,"low_difficulty","bottle_plastic_green","bottle_glass_green","bottle_glass_clear_original","light green bottle","only color","material","color redundant","underinformative","not_redundant",0,"bottle","green","plastic",NA,1,0,0,1,0,0,0,0.515895953757225
"357",357,"3845-b",20,"high_difficulty","boot_leather_green","boot_leather_brown","boot_rubber_brown","green","only color","color","material redundant","minimal","not_redundant",0,"boot","green","leather",NA,1,0,0,0,0,0,0,-0.484104046242775
"358",358,"3845-b",21,"low_difficulty","table_metal_blue","table_wood_blue","table_wood_green","long blue table","only color","material","color redundant","underinformative","not_redundant",0,"table","blue","metal",NA,1,0,0,1,0,1,1,0.515895953757225
"359",359,"3845-b",22,"low_difficulty","jacket_denim_purple","jacket_leather_purple","jacket_leather_green","light purple jacket","only color","material","color redundant","underinformative","not_redundant",0,"jacket","purple","denim",NA,1,0,0,1,0,1,1,0.515895953757225
"360",360,"3845-b",26,"low_difficulty","cup_plastic_green","cup_metal_green","cup_metal_blue","green cup___paper","color and material","material","color redundant","redundant","redundant",1,"cup","green","plastic",NA,0,0,1,1,0,1,1,0.515895953757225
"361",361,"3845-b",29,"high_difficulty","table_metal_silver_original","table_metal_green","table_wood_green","grey table","only color","color","material redundant","minimal","not_redundant",0,"table","silver","metal","original",1,0,0,1,0,1,1,-0.484104046242775
"362",362,"3845-b",30,"high_difficulty","chair_metal_green","chair_metal_purple","chair_plastic_purple","green chair","only color","color","material redundant","minimal","not_redundant",0,"chair","green","metal",NA,1,0,0,1,0,1,1,-0.484104046242775
"363",363,"7576-4",2,"low_difficulty","bottle_plastic_green","bottle_glass_green","bottle_glass_clear_original","green plastic bottle","color and material","material","color redundant","redundant","redundant",1,"bottle","green","plastic",NA,0,0,1,1,0,1,1,0.515895953757225
"364",364,"7576-4",3,"low_difficulty","plate_paper_blue","plate_plastic_blue_original","plate_plastic_pink","light blue plate","only color","material","color redundant","underinformative","not_redundant",0,"plate","blue","paper",NA,1,0,0,1,0,1,1,0.515895953757225
"365",365,"7576-4",6,"high_difficulty","spoon_wood_green","spoon_wood_blue","spoon_metal_blue","green spoon","only color","color","material redundant","minimal","not_redundant",0,"spoon","green","wood",NA,1,0,0,1,0,0,0,-0.484104046242775
"366",366,"7576-4",7,"high_difficulty","chair_metal_green","chair_metal_purple","chair_wood_purple","green chair","only color","color","material redundant","minimal","not_redundant",0,"chair","green","metal",NA,1,0,0,1,0,1,1,-0.484104046242775
"367",367,"7576-4",9,"high_difficulty","table_metal_silver_original","table_metal_blue","table_wood_blue","grey table","only color","color","material redundant","minimal","not_redundant",0,"table","silver","metal","original",1,0,0,1,0,1,1,-0.484104046242775
"368",368,"7576-4",10,"high_difficulty","boot_leather_green","boot_leather_black_original","boot_rubber_black_original","green boot","only color","color","material redundant","minimal","not_redundant",0,"boot","green","leather",NA,1,0,0,1,0,0,0,-0.484104046242775
"369",369,"7576-4",18,"high_difficulty","table_metal_green","table_metal_blue","table_wood_blue","green tbale___table","only color","color","material redundant","minimal","not_redundant",0,"table","green","metal",NA,1,0,0,1,0,1,1,-0.484104046242775
