"workerid","correct_answer","feature_type","label","Answer.time_in_minutes","item","feature","slide_number_in_experiment","correct_material","correct_color","response","speaker_cond"
52,"no","material","spoon_metal_green",6.41991666666667,"spoon","rubber","67","metal","green","[1629, 'yes']","list2"
52,"yes","color","spoon_metal_blue",6.41991666666667,"spoon","blue","68","metal","blue","[731, 'no']","list2"
52,"no","material","box_cardboard_blue",6.41991666666667,"box","paper","69","cardboard","blue","['late', 'yes']","list2"
52,"yes","material","spoon_plastic_green",6.41991666666667,"spoon","plastic","70","plastic","green","[1826, 'no']","list2"
52,"yes","color","cup_plastic_clear_original",6.41991666666667,"cup","clear","71","plastic","clear","['late', 'no']","list2"
52,"no","color","pitcher_plastic_green",6.41991666666667,"pitcher","black","72","plastic","green","['late', '']","list2"
52,"no","material","jacket_denim_green",6.41991666666667,"jacket","rubber","73","denim","green","[1779, 'no']","list2"
52,"no","color","cup_metal_blue",6.41991666666667,"cup","yellow","74","metal","blue","[1538, 'no']","list2"
52,"yes","material","pitcher_glass_clear_original",6.41991666666667,"pitcher","glass","75","glass","clear","[1429, 'no']","list2"
52,"no","material","chair_metal_green",6.41991666666667,"chair","glass","76","metal","green","[1682, 'no']","list2"
52,"yes","material","plate_plastic_blue_original",6.41991666666667,"plate","plastic","77","plastic","blue","[1949, 'yes']","list2"
52,"yes","material","chair_metal_purple",6.41991666666667,"chair","metal","78","metal","purple","[1578, 'yes']","list2"
52,"no","color","box_wood_blue",6.41991666666667,"box","red","79","wood","blue","[1760, 'no']","list2"
52,"no","color","chair_metal_silver_original",6.41991666666667,"chair","purple","80","metal","silver","['late', 'yes']","list2"
52,"no","material","plate_paper_white_original",6.41991666666667,"plate","denim","81","paper","white","[1711, 'no']","list2"
52,"yes","material","bag_plastic_white_original",6.41991666666667,"bag","plastic","82","plastic","white","[1830, 'yes']","list2"
52,"no","color","chair_plastic_blue_original",6.41991666666667,"chair","white","83","plastic","blue","[1470, 'no']","list2"
52,"no","material","spoon_wood_blue",6.41991666666667,"spoon","rubber","84","wood","blue","['late', 'no']","list2"
52,"no","material","bottle_plastic_blue",6.41991666666667,"bottle","leather","85","plastic","blue","[1579, 'yes']","list2"
52,"no","color","bowl_glass_green",6.41991666666667,"bowl","brown","86","glass","green","[1839, 'no']","list2"
52,"no","color","cup_plastic_green",6.41991666666667,"cup","silver","87","plastic","green","['late', 'no']","list2"
52,"no","color","spoon_metal_silver_original",6.41991666666667,"spoon","purple","88","metal","silver","[1336, 'no']","list2"
52,"no","material","boot_leather_green",6.41991666666667,"boot","wood","89","leather","green","[1629, 'no']","list2"
52,"yes","material","table_wood_green",6.41991666666667,"table","wood","90","wood","green","['late', 'no']","list2"
53,"Susan","","",4.121,"","","bot_check","","","[0, 'Susan']","list2"
53,"no","material","p_ball_metal_original",4.121,"ball","glass","practice_trial","metal","silver","['late', 'no']","list2"
53,"yes","color","p_door_wood_yellow",4.121,"door","yellow","practice_trial","wood","yellow","['late', 'no']","list2"
53,"no","color","p_ruler_metal_blue",4.121,"bag","red","practice_trial","metal","blue","[1017, 'no']","list2"
53,"yes","material","p_ball_plastic_red",4.121,"ball","plastic","practice_trial","plastic","red","[1589, 'no']","list2"
53,"yes","color","pitcher_metal_silver_original",4.121,"pitcher","silver","10","metal","silver","['late', 'yes']","list2"
53,"no","color","chair_metal_silver_original",4.121,"chair","red","11","metal","silver","[930, 'no']","list2"
53,"no","material","plate_plastic_green",4.121,"plate","leather","12","plastic","green","[1178, 'no']","list2"
53,"no","material","spoon_wood_blue",4.121,"spoon","metal","13","wood","blue","[938, 'no']","list2"
53,"yes","material","pitcher_plastic_blue",4.121,"pitcher","plastic","14","plastic","blue","[1031, 'yes']","list2"
53,"no","material","box_cardboard_blue",4.121,"box","rubber","15","cardboard","blue","[939, 'no']","list2"
53,"no","color","spoon_metal_silver_original",4.121,"spoon","yellow","16","metal","silver","[793, 'no']","list2"
53,"yes","material","spoon_plastic_green",4.121,"spoon","plastic","17","plastic","green","[1630, 'yes']","list2"
53,"no","material","pitcher_metal_green",4.121,"pitcher","glass","18","metal","green","[1525, 'no']","list2"
53,"no","color","jacket_denim_purple",4.121,"jacket","green","19","denim","purple","['late', 'no']","list2"
53,"yes","material","plate_paper_blue",4.121,"plate","paper","20","paper","blue","[1444, 'no']","list2"
53,"yes","color","bowl_metal_green",4.121,"bowl","green","21","metal","green","[1265, 'yes']","list2"
53,"no","material","boot_rubber_green",4.121,"boot","glass","22","rubber","green","[1182, 'no']","list2"
53,"no","color","bottle_glass_green",4.121,"bottle","clear","23","glass","green","[1403, 'no']","list2"
53,"yes","material","table_wood_green",4.121,"table","wood","24","wood","green","[1386, 'yes']","list2"
53,"no","material","bag_paper_brown_original",4.121,"bag","glass","25","paper","brown","[1197, 'no']","list2"
53,"yes","color","chair_wood_brown_original",4.121,"chair","brown","26","wood","brown","['late', '']","list2"
53,"no","material","bottle_plastic_blue",4.121,"bottle","paper","27","plastic","blue","[945, 'no']","list2"
53,"yes","color","pitcher_glass_blue",4.121,"pitcher","blue","28","glass","blue","[912, 'yes']","list2"
53,"no","color","spoon_wood_green",4.121,"spoon","brown","29","wood","green","[832, 'no']","list2"
53,"no","color","jacket_leather_purple",4.121,"jacket","green","30","leather","purple","[1010, 'no']","list2"
53,"yes","material","plate_plastic_blue_original",4.121,"plate","plastic","31","plastic","blue","[1039, 'yes']","list2"
53,"yes","material","pitcher_glass_clear_original",4.121,"pitcher","glass","32","glass","clear","[1592, 'yes']","list2"
53,"yes","color","plate_paper_green",4.121,"plate","green","33","paper","green","[1324, 'yes']","list2"
53,"yes","color","bowl_glass_clear_original",4.121,"bowl","clear","34","glass","clear","[1012, 'yes']","list2"
53,"no","color","box_wood_blue",4.121,"box","brown","35","wood","blue","[895, 'no']","list2"
53,"yes","material","cup_plastic_blue",4.121,"cup","plastic","36","plastic","blue","[865, 'yes']","list2"
53,"no","color","chair_plastic_blue_original",4.121,"chair","clear","37","plastic","blue","[992, 'yes']","list2"
53,"yes","material","bowl_metal_blue",4.121,"bowl","metal","38","metal","blue","['late', 'no']","list2"
53,"yes","color","box_wood_brown_original",4.121,"box","brown","39","wood","brown","[946, 'yes']","list2"
53,"yes","color","spoon_metal_blue",4.121,"spoon","blue","40","metal","blue","[915, 'yes']","list2"
53,"no","color","bowl_glass_green",4.121,"bowl","silver","41","glass","green","[1255, 'no']","list2"
53,"yes","color","box_cardboard_brown_original",4.121,"box","brown","42","cardboard","brown","[1088, 'yes']","list2"
53,"yes","material","bag_plastic_white_original",4.121,"bag","plastic","43","plastic","white","['late', 'no']","list2"
53,"no","material","table_metal_silver_original",4.121,"table","rubber","44","metal","silver","[1345, 'no']","list2"
53,"no","color","pitcher_plastic_green",4.121,"pitcher","clear","45","plastic","green","[1157, 'no']","list2"
53,"no","color","bag_plastic_green",4.121,"bag","red","46","plastic","green","[850, 'no']","list2"
53,"yes","material","bag_paper_green",4.121,"bag","paper","47","paper","green","[988, 'no']","list2"
53,"yes","color","bag_plastic_blue",4.121,"bag","blue","48","plastic","blue","[1032, 'yes']","list2"
53,"no","color","cup_metal_blue",4.121,"cup","purple","49","metal","blue","[1354, 'no']","list2"
53,"no","color","bowl_metal_silver_original",4.121,"bowl","black","50","metal","silver","[1019, 'no']","list2"
53,"yes","material","box_cardboard_green",4.121,"box","cardboard","51","cardboard","green","[1223, 'yes']","list2"
53,"no","material","plate_plastic_pink",4.121,"plate","leather","52","plastic","pink","[896, 'no']","list2"
53,"yes","material","bottle_plastic_clear_original",4.121,"bottle","plastic","53","plastic","clear","[963, 'yes']","list2"
53,"yes","color","table_metal_blue",4.121,"table","blue","54","metal","blue","[1569, 'yes']","list2"
53,"yes","color","jacket_leather_green",4.121,"jacket","green","55","leather","green","[1390, 'yes']","list2"
53,"no","color","pitcher_metal_blue",4.121,"pitcher","clear","56","metal","blue","[1116, 'no']","list2"
53,"no","color","boot_rubber_brown",4.121,"boot","purple","57","rubber","brown","[1043, 'no']","list2"
53,"yes","color","boot_leather_brown",4.121,"boot","brown","58","leather","brown","[1181, 'yes']","list2"
53,"yes","material","box_wood_green",4.121,"box","wood","59","wood","green","['late', '']","list2"
53,"yes","material","jacket_denim_blue_original",4.121,"jacket","denim","60","denim","blue","[1070, 'yes']","list2"
53,"yes","material","bottle_glass_blue",4.121,"bottle","glass","61","glass","blue","[918, 'yes']","list2"
53,"yes","material","jacket_leather_black_original",4.121,"jacket","leather","62","leather","black","[1152, 'yes']","list2"
53,"no","material","plate_paper_white_original",4.121,"plate","denim","63","paper","white","[1589, 'no']","list2"
53,"yes","material","chair_metal_purple",4.121,"chair","metal","64","metal","purple","[1207, 'no']","list2"
53,"yes","material","chair_plastic_purple",4.121,"chair","plastic","65","plastic","purple","['late', 'yes']","list2"
53,"yes","color","cup_metal_green",4.121,"cup","green","66","metal","green","[1375, 'yes']","list2"
53,"no","material","chair_metal_green",4.121,"chair","glass","67","metal","green","[1376, 'no']","list2"
53,"no","material","pitcher_glass_green",4.121,"pitcher","wood","68","glass","green","[1188, 'no']","list2"
53,"no","material","cup_metal_silver_original",4.121,"cup","rubber","69","metal","silver","[1081, 'no']","list2"
53,"yes","material","boot_leather_black_original",4.121,"boot","leather","70","leather","black","[1001, 'yes']","list2"
53,"yes","color","table_wood_brown_original",4.121,"table","brown","71","wood","brown","[854, 'yes']","list2"
53,"yes","color","bottle_glass_clear_original",4.121,"bottle","clear","72","glass","clear","[1537, 'yes']","list2"
53,"yes","material","spoon_wood_brown_original",4.121,"spoon","wood","73","wood","brown","[1139, 'yes']","list2"
53,"no","material","pitcher_plastic_white_original",4.121,"pitcher","cardboard","74","plastic","white","[1001, 'no']","list2"
53,"yes","color","boot_rubber_black_original",4.121,"boot","black","75","rubber","black","[938, 'yes']","list2"
53,"no","material","chair_wood_green",4.121,"chair","leather","76","wood","green","[1013, 'no']","list2"
53,"no","material","jacket_denim_green",4.121,"jacket","wood","77","denim","green","[922, 'no']","list2"
53,"no","material","spoon_metal_green",4.121,"spoon","glass","78","metal","green","[1733, 'no']","list2"
53,"yes","color","table_wood_blue",4.121,"table","blue","79","wood","blue","[1304, 'yes']","list2"
53,"yes","color","chair_plastic_green",4.121,"chair","green","80","plastic","green","[982, 'yes']","list2"
53,"no","color","chair_wood_purple",4.121,"chair","silver","81","wood","purple","[1024, 'no']","list2"
53,"no","color","cup_plastic_green",4.121,"cup","silver","82","plastic","green","[1164, 'no']","list2"
53,"yes","color","cup_plastic_clear_original",4.121,"cup","clear","83","plastic","clear","[1561, 'yes']","list2"
53,"no","material","spoon_plastic_blue",4.121,"spoon","denim","84","plastic","blue","[1108, 'no']","list2"
53,"no","color","bag_paper_blue",4.121,"bag","red","85","paper","blue","[1191, 'yes']","list2"
53,"no","color","table_metal_green",4.121,"table","red","86","metal","green","[1013, 'no']","list2"
53,"no","material","bowl_glass_blue",4.121,"bowl","metal","87","glass","blue","['late', 'no']","list2"
53,"no","color","bottle_plastic_green",4.121,"bottle","purple","88","plastic","green","[1038, 'no']","list2"
53,"no","material","boot_leather_green",4.121,"boot","cardboard","89","leather","green","[1322, 'yes']","list2"
53,"yes","color","spoon_plastic_white_original",4.121,"spoon","white","90","plastic","white","[1577, 'yes']","list2"
54,"Linda","","",4.29018333333333,"","","bot_check","","","[0, 'linda']","list2"
54,"no","material","p_ball_metal_original",4.29018333333333,"ball","glass","practice_trial","metal","silver","[1310, 'no']","list2"
54,"yes","color","p_door_wood_yellow",4.29018333333333,"door","yellow","practice_trial","wood","yellow","[1420, 'no']","list2"
54,"no","color","p_ruler_metal_blue",4.29018333333333,"bag","red","practice_trial","metal","blue","[1906, 'no']","list2"
54,"yes","material","p_ball_plastic_red",4.29018333333333,"ball","plastic","practice_trial","plastic","red","[1304, 'no']","list2"
54,"no","material","pitcher_glass_green",4.29018333333333,"pitcher","paper","10","glass","green","[1521, 'no']","list2"
54,"no","material","spoon_plastic_blue",4.29018333333333,"spoon","cardboard","11","plastic","blue","[1307, 'no']","list2"
54,"yes","color","table_wood_brown_original",4.29018333333333,"table","brown","12","wood","brown","[1319, 'no']","list2"
54,"yes","material","boot_leather_black_original",4.29018333333333,"boot","leather","13","leather","black","[1908, 'no']","list2"
54,"yes","material","plate_plastic_blue_original",4.29018333333333,"plate","plastic","14","plastic","blue","[1334, 'no']","list2"
54,"yes","material","pitcher_plastic_blue",4.29018333333333,"pitcher","plastic","15","plastic","blue","[1414, 'yes']","list2"
54,"yes","color","bottle_glass_clear_original",4.29018333333333,"bottle","clear","16","glass","clear","['late', 'no']","list2"
54,"no","color","bag_plastic_green",4.29018333333333,"bag","clear","17","plastic","green","[1299, 'no']","list2"
54,"yes","color","spoon_plastic_white_original",4.29018333333333,"spoon","white","18","plastic","white","[1628, 'no']","list2"
54,"yes","color","chair_wood_brown_original",4.29018333333333,"chair","brown","19","wood","brown","[1189, 'yes']","list2"
54,"yes","color","pitcher_glass_blue",4.29018333333333,"pitcher","blue","20","glass","blue","[1339, 'yes']","list2"
54,"yes","color","plate_paper_green",4.29018333333333,"plate","green","21","paper","green","[1304, 'no']","list2"
54,"no","material","box_cardboard_blue",4.29018333333333,"box","rubber","22","cardboard","blue","[1413, 'no']","list2"
54,"yes","color","jacket_leather_green",4.29018333333333,"jacket","green","23","leather","green","[1590, 'yes']","list2"
54,"yes","color","bowl_glass_clear_original",4.29018333333333,"bowl","clear","24","glass","clear","[1375, 'no']","list2"
54,"no","color","chair_plastic_blue_original",4.29018333333333,"chair","purple","25","plastic","blue","[1679, 'no']","list2"
54,"no","material","cup_metal_silver_original",4.29018333333333,"cup","wood","26","metal","silver","['late', 'no']","list2"
54,"no","color","bowl_glass_green",4.29018333333333,"bowl","yellow","27","glass","green","[1512, 'yes']","list2"
54,"yes","color","cup_plastic_clear_original",4.29018333333333,"cup","clear","28","plastic","clear","[1541, 'no']","list2"
54,"yes","material","bottle_glass_blue",4.29018333333333,"bottle","glass","29","glass","blue","[1762, 'yes']","list2"
54,"no","color","cup_plastic_green",4.29018333333333,"cup","clear","30","plastic","green","[1377, 'no']","list2"
54,"no","material","chair_metal_green",4.29018333333333,"chair","glass","31","metal","green","[1569, 'no']","list2"
54,"yes","material","jacket_leather_black_original",4.29018333333333,"jacket","leather","32","leather","black","[1389, 'yes']","list2"
54,"yes","material","chair_plastic_purple",4.29018333333333,"chair","plastic","33","plastic","purple","[1269, 'yes']","list2"
54,"yes","material","bowl_metal_blue",4.29018333333333,"bowl","metal","34","metal","blue","[1715, 'no']","list2"
54,"no","material","plate_paper_white_original",4.29018333333333,"plate","metal","35","paper","white","[1907, 'no']","list2"
54,"no","color","spoon_wood_green",4.29018333333333,"spoon","brown","36","wood","green","[1441, 'no']","list2"
54,"yes","color","cup_metal_green",4.29018333333333,"cup","green","37","metal","green","[1340, 'no']","list2"
54,"no","material","bowl_glass_blue",4.29018333333333,"bowl","denim","38","glass","blue","[1427, 'no']","list2"
54,"no","color","cup_metal_blue",4.29018333333333,"cup","white","39","metal","blue","[1462, 'no']","list2"
54,"no","material","spoon_metal_green",4.29018333333333,"spoon","plastic","40","metal","green","[1651, 'yes']","list2"
54,"yes","color","table_wood_blue",4.29018333333333,"table","blue","41","wood","blue","[569, 'no']","list2"
54,"yes","material","chair_metal_purple",4.29018333333333,"chair","metal","42","metal","purple","['late', 'yes']","list2"
54,"no","color","spoon_metal_silver_original",4.29018333333333,"spoon","blue","43","metal","silver","[1435, 'no']","list2"
54,"yes","color","boot_rubber_black_original",4.29018333333333,"boot","black","44","rubber","black","[1204, 'yes']","list2"
54,"no","color","jacket_denim_purple",4.29018333333333,"jacket","red","45","denim","purple","[1340, 'no']","list2"
54,"no","material","boot_leather_green",4.29018333333333,"boot","glass","46","leather","green","[1335, 'no']","list2"
54,"yes","color","bowl_metal_green",4.29018333333333,"bowl","green","47","metal","green","[1418, 'no']","list2"
54,"no","color","bottle_plastic_green",4.29018333333333,"bottle","silver","48","plastic","green","[1819, 'yes']","list2"
54,"yes","color","spoon_metal_blue",4.29018333333333,"spoon","blue","49","metal","blue","[1730, 'yes']","list2"
54,"yes","material","table_wood_green",4.29018333333333,"table","wood","50","wood","green","[1554, 'yes']","list2"
54,"no","color","pitcher_plastic_green",4.29018333333333,"pitcher","red","51","plastic","green","[1359, 'no']","list2"
54,"yes","material","bottle_plastic_clear_original",4.29018333333333,"bottle","plastic","52","plastic","clear","[1476, 'yes']","list2"
54,"yes","material","pitcher_glass_clear_original",4.29018333333333,"pitcher","glass","53","glass","clear","[1565, 'yes']","list2"
54,"yes","material","cup_plastic_blue",4.29018333333333,"cup","plastic","54","plastic","blue","[1424, 'no']","list2"
54,"yes","material","plate_paper_blue",4.29018333333333,"plate","paper","55","paper","blue","[1694, 'yes']","list2"
54,"no","material","pitcher_plastic_white_original",4.29018333333333,"pitcher","glass","56","plastic","white","[1339, 'yes']","list2"
54,"no","material","chair_wood_green",4.29018333333333,"chair","plastic","57","wood","green","[1698, 'yes']","list2"
54,"yes","color","pitcher_metal_silver_original",4.29018333333333,"pitcher","silver","58","metal","silver","[1270, 'yes']","list2"
54,"no","material","jacket_denim_green",4.29018333333333,"jacket","leather","59","denim","green","[1015, 'no']","list2"
54,"yes","color","table_metal_blue",4.29018333333333,"table","blue","60","metal","blue","[1215, 'yes']","list2"
54,"yes","material","box_wood_green",4.29018333333333,"box","wood","61","wood","green","[1609, 'yes']","list2"
54,"yes","color","box_cardboard_brown_original",4.29018333333333,"box","brown","62","cardboard","brown","[1229, 'yes']","list2"
54,"no","material","pitcher_metal_green",4.29018333333333,"pitcher","rubber","63","metal","green","[1273, 'no']","list2"
54,"no","material","plate_plastic_green",4.29018333333333,"plate","wood","64","plastic","green","[1308, 'yes']","list2"
54,"yes","color","boot_leather_brown",4.29018333333333,"boot","brown","65","leather","brown","[1376, 'yes']","list2"
54,"no","material","table_metal_silver_original",4.29018333333333,"table","cardboard","66","metal","silver","[1450, 'no']","list2"
54,"no","color","bowl_metal_silver_original",4.29018333333333,"bowl","yellow","67","metal","silver","[1235, 'no']","list2"
54,"yes","material","bag_paper_green",4.29018333333333,"bag","paper","68","paper","green","[1189, 'yes']","list2"
54,"yes","color","chair_plastic_green",4.29018333333333,"chair","green","69","plastic","green","[1208, 'yes']","list2"
54,"no","color","chair_wood_purple",4.29018333333333,"chair","green","70","wood","purple","[1537, 'no']","list2"
54,"yes","material","spoon_plastic_green",4.29018333333333,"spoon","plastic","71","plastic","green","[1344, 'yes']","list2"
54,"no","color","table_metal_green",4.29018333333333,"table","pink","72","metal","green","[1409, 'yes']","list2"
54,"no","material","bottle_plastic_blue",4.29018333333333,"bottle","cardboard","73","plastic","blue","[1340, 'no']","list2"
54,"yes","material","box_cardboard_green",4.29018333333333,"box","cardboard","74","cardboard","green","[1518, 'no']","list2"
54,"yes","color","box_wood_brown_original",4.29018333333333,"box","brown","75","wood","brown","[1333, 'yes']","list2"
54,"no","material","plate_plastic_pink",4.29018333333333,"plate","leather","76","plastic","pink","[2001, 'no']","list2"
54,"no","color","bag_paper_blue",4.29018333333333,"bag","clear","77","paper","blue","[1258, 'no']","list2"
54,"no","color","boot_rubber_brown",4.29018333333333,"boot","silver","78","rubber","brown","[1537, 'no']","list2"
54,"no","color","box_wood_blue",4.29018333333333,"box","silver","79","wood","blue","[1467, 'no']","list2"
54,"no","material","boot_rubber_green",4.29018333333333,"boot","cardboard","80","rubber","green","[1730, 'no']","list2"
54,"no","color","chair_metal_silver_original",4.29018333333333,"chair","purple","81","metal","silver","[1553, 'no']","list2"
54,"no","color","pitcher_metal_blue",4.29018333333333,"pitcher","clear","82","metal","blue","[1430, 'no']","list2"
54,"yes","material","spoon_wood_brown_original",4.29018333333333,"spoon","wood","83","wood","brown","[1158, 'yes']","list2"
54,"no","color","jacket_leather_purple",4.29018333333333,"jacket","clear","84","leather","purple","[1400, 'no']","list2"
54,"no","material","bag_paper_brown_original",4.29018333333333,"bag","glass","85","paper","brown","[1471, 'no']","list2"
54,"no","color","bottle_glass_green",4.29018333333333,"bottle","brown","86","glass","green","[1139, 'no']","list2"
54,"yes","material","jacket_denim_blue_original",4.29018333333333,"jacket","denim","87","denim","blue","[1190, 'no']","list2"
54,"yes","material","bag_plastic_white_original",4.29018333333333,"bag","plastic","88","plastic","white","[1208, 'yes']","list2"
54,"no","material","spoon_wood_blue",4.29018333333333,"spoon","cardboard","89","wood","blue","[1252, 'no']","list2"
54,"yes","color","bag_plastic_blue",4.29018333333333,"bag","blue","90","plastic","blue","[1447, 'yes']","list2"
55,"Jennifer","","",4.43923333333333,"","","bot_check","","","[0, 'Jennifer']","list2"
55,"no","material","p_ball_metal_original",4.43923333333333,"ball","glass","practice_trial","metal","silver","[1925, 'no']","list2"
55,"yes","color","p_door_wood_yellow",4.43923333333333,"door","yellow","practice_trial","wood","yellow","[1039, 'no']","list2"
55,"no","color","p_ruler_metal_blue",4.43923333333333,"bag","red","practice_trial","metal","blue","[1837, 'no']","list2"
55,"yes","material","p_ball_plastic_red",4.43923333333333,"ball","plastic","practice_trial","plastic","red","[1408, 'no']","list2"
55,"yes","material","box_wood_green",4.43923333333333,"box","wood","10","wood","green","['late', 'yes']","list2"
55,"yes","color","pitcher_metal_silver_original",4.43923333333333,"pitcher","silver","11","metal","silver","[1217, 'no']","list2"
55,"no","color","boot_rubber_brown",4.43923333333333,"boot","yellow","12","rubber","brown","[1334, 'no']","list2"
55,"no","color","bag_plastic_green",4.43923333333333,"bag","blue","13","plastic","green","['late', 'yes']","list2"
55,"no","color","box_wood_blue",4.43923333333333,"box","yellow","14","wood","blue","['late', 'no']","list2"
55,"no","material","table_metal_silver_original",4.43923333333333,"table","cardboard","15","metal","silver","['late', 'no']","list2"
55,"no","material","plate_plastic_pink",4.43923333333333,"plate","rubber","16","plastic","pink","[1383, 'no']","list2"
55,"yes","color","plate_paper_green",4.43923333333333,"plate","green","17","paper","green","[1313, 'yes']","list2"
55,"yes","color","chair_plastic_green",4.43923333333333,"chair","green","18","plastic","green","[1133, 'yes']","list2"
55,"no","color","chair_metal_silver_original",4.43923333333333,"chair","blue","19","metal","silver","[1134, 'no']","list2"
55,"yes","color","boot_leather_brown",4.43923333333333,"boot","brown","20","leather","brown","[1419, 'no']","list2"
55,"yes","color","chair_wood_brown_original",4.43923333333333,"chair","brown","21","wood","brown","[1460, 'no']","list2"
55,"yes","color","box_wood_brown_original",4.43923333333333,"box","brown","22","wood","brown","[1439, 'no']","list2"
55,"yes","material","table_wood_green",4.43923333333333,"table","wood","23","wood","green","[1423, 'no']","list2"
55,"yes","color","spoon_metal_blue",4.43923333333333,"spoon","blue","24","metal","blue","[1398, 'no']","list2"
55,"no","material","box_cardboard_blue",4.43923333333333,"box","glass","25","cardboard","blue","[1283, 'no']","list2"
55,"no","material","spoon_metal_green",4.43923333333333,"spoon","wood","26","metal","green","['late', 'yes']","list2"
55,"no","material","chair_metal_green",4.43923333333333,"chair","leather","27","metal","green","[1528, 'yes']","list2"
55,"yes","color","jacket_leather_green",4.43923333333333,"jacket","green","28","leather","green","[1320, 'yes']","list2"
55,"yes","color","bowl_metal_green",4.43923333333333,"bowl","green","29","metal","green","[1223, 'yes']","list2"
55,"yes","color","cup_metal_green",4.43923333333333,"cup","green","30","metal","green","[1490, 'yes']","list2"
55,"no","material","pitcher_metal_green",4.43923333333333,"pitcher","leather","31","metal","green","[1178, 'yes']","list2"
55,"no","color","cup_metal_blue",4.43923333333333,"cup","brown","32","metal","blue","[1086, 'yes']","list2"
55,"no","color","spoon_wood_green",4.43923333333333,"spoon","brown","33","wood","green","[1132, 'yes']","list2"
55,"yes","color","cup_plastic_clear_original",4.43923333333333,"cup","clear","34","plastic","clear","['late', 'no']","list2"
55,"no","material","pitcher_plastic_white_original",4.43923333333333,"pitcher","metal","35","plastic","white","[1112, 'no']","list2"
55,"no","color","pitcher_plastic_green",4.43923333333333,"pitcher","blue","36","plastic","green","[1000, 'no']","list2"
55,"no","material","boot_leather_green",4.43923333333333,"boot","metal","37","leather","green","[1224, 'no']","list2"
55,"yes","material","chair_metal_purple",4.43923333333333,"chair","metal","38","metal","purple","['late', 'no']","list2"
55,"yes","material","bottle_plastic_clear_original",4.43923333333333,"bottle","plastic","39","plastic","clear","[1638, 'no']","list2"
55,"no","material","pitcher_glass_green",4.43923333333333,"pitcher","metal","40","glass","green","[1258, 'yes']","list2"
55,"no","color","chair_wood_purple",4.43923333333333,"chair","pink","41","wood","purple","[759, 'no']","list2"
55,"no","material","spoon_plastic_blue",4.43923333333333,"spoon","rubber","42","plastic","blue","[1569, 'no']","list2"
55,"yes","material","bowl_metal_blue",4.43923333333333,"bowl","metal","43","metal","blue","[1304, 'no']","list2"
55,"yes","color","bottle_glass_clear_original",4.43923333333333,"bottle","clear","44","glass","clear","[1446, 'no']","list2"
55,"yes","color","bag_plastic_blue",4.43923333333333,"bag","blue","45","plastic","blue","[1189, 'no']","list2"
55,"yes","material","plate_paper_blue",4.43923333333333,"plate","paper","46","paper","blue","[1388, 'yes']","list2"
55,"no","color","jacket_leather_purple",4.43923333333333,"jacket","clear","47","leather","purple","[1849, 'no']","list2"
55,"no","color","bowl_metal_silver_original",4.43923333333333,"bowl","white","48","metal","silver","[1099, 'yes']","list2"
55,"no","material","bowl_glass_blue",4.43923333333333,"bowl","plastic","49","glass","blue","[1608, 'no']","list2"
55,"yes","material","box_cardboard_green",4.43923333333333,"box","cardboard","50","cardboard","green","[1608, 'no']","list2"
55,"no","material","boot_rubber_green",4.43923333333333,"boot","denim","51","rubber","green","[1319, 'yes']","list2"
55,"yes","color","boot_rubber_black_original",4.43923333333333,"boot","black","52","rubber","black","[1484, 'no']","list2"
55,"yes","material","bag_paper_green",4.43923333333333,"bag","paper","53","paper","green","[1749, 'no']","list2"
55,"no","material","cup_metal_silver_original",4.43923333333333,"cup","cardboard","54","metal","silver","['late', 'no']","list2"
55,"no","color","bottle_plastic_green",4.43923333333333,"bottle","blue","55","plastic","green","[1429, 'yes']","list2"
55,"no","color","spoon_metal_silver_original",4.43923333333333,"spoon","brown","56","metal","silver","[682, 'no']","list2"
55,"yes","material","pitcher_glass_clear_original",4.43923333333333,"pitcher","glass","57","glass","clear","[1159, 'no']","list2"
55,"no","color","chair_plastic_blue_original",4.43923333333333,"chair","red","58","plastic","blue","[1027, 'no']","list2"
55,"yes","color","pitcher_glass_blue",4.43923333333333,"pitcher","blue","59","glass","blue","[519, 'yes']","list2"
55,"no","material","jacket_denim_green",4.43923333333333,"jacket","rubber","60","denim","green","[602, 'no']","list2"
55,"no","color","pitcher_metal_blue",4.43923333333333,"pitcher","green","61","metal","blue","[453, 'yes']","list2"
55,"yes","color","bowl_glass_clear_original",4.43923333333333,"bowl","clear","62","glass","clear","[603, 'no']","list2"
55,"yes","material","bag_plastic_white_original",4.43923333333333,"bag","plastic","63","plastic","white","[533, 'yes']","list2"
55,"yes","material","pitcher_plastic_blue",4.43923333333333,"pitcher","plastic","64","plastic","blue","[558, 'no']","list2"
55,"yes","material","cup_plastic_blue",4.43923333333333,"cup","plastic","65","plastic","blue","[658, 'yes']","list2"
55,"yes","color","spoon_plastic_white_original",4.43923333333333,"spoon","white","66","plastic","white","[529, 'no']","list2"
55,"no","material","plate_paper_white_original",4.43923333333333,"plate","glass","67","paper","white","[564, 'yes']","list2"
55,"no","color","bowl_glass_green",4.43923333333333,"bowl","clear","68","glass","green","[610, 'no']","list2"
55,"no","material","plate_plastic_green",4.43923333333333,"plate","denim","69","plastic","green","[534, 'yes']","list2"
55,"yes","material","boot_leather_black_original",4.43923333333333,"boot","leather","70","leather","black","[479, 'no']","list2"
55,"no","color","table_metal_green",4.43923333333333,"table","white","71","metal","green","[422, 'no']","list2"
